QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Commenting,"(0.00296711452233778, 'Assessing')","(0.08209842435739653, 'Categorize')","(0.10304037676620743, 'SuggestedLiterature')","(0.15839796387308036, 'Selector')","(0.1773573340120484, 'Replying')","(0.22165271222785993, 'AnnotationList')","(0.2780726175578246, 'PDF')","(0.3391012397170671, 'Autocomplete')","(0.34077970689018083, 'Classifying')","(0.40994220697645656, 'TXT')","(0.42836702908411745, 'Neo4J')","(0.42907855553020874, 'SidebarNavigation')","(0.4561923811297706, 'LastAnnotation')","(0.531192740574457, 'Hypothesis')","(0.5494714423069829, 'SentimentAnalysis')","(0.5818189001967682, 'TextSummary')","(0.5849021119541729, 'ACM')","(0.5849021119541729, 'URL')","(0.5905599361838866, 'MoodleReport')","(0.5960322728138072, 'Hierarchy')","(0.6134994587942242, 'URN')","(0.6294831413885098, 'BuiltIn')","(0.6325450751579491, 'ApplicationBased')","(0.6330767368791226, 'ImportCodebook')","(0.6374342499875496, 'DeleteAll')","(0.6410352406330393, 'MoodleResourceBased')","(0.64103524063304, 'Alphabetical')","(0.64103524063304, 'Number')","(0.6465453427336899, 'WebAnnotationClient')","(0.656138151659716, 'Date')","(0.6581864358867251, 'HTML')","(0.6666126666779315, 'Export')","(0.6717302670633943, 'Canvas')","(0.6724101086921158, 'GoogleSheetProvider')","(0.6728502057799919, 'Manual')","(0.6740415362320344, 'MoodleComment')","(0.6773483767753805, 'Remote')","(0.6777505299295901, 'Dropbox')","(0.6778801939067626, 'JSON')","(0.6810617170262916, 'AnnotatedPDF')","(0.6810644903594606, 'DOI')","(0.6816308182656119, 'MoodleConsumer')","(0.6816684491135121, 'ScienceDirect')","(0.68289074597439, 'PreviousAssignments')","(0.6831752547602314, 'ImportAnnotations')","(0.6832800101811349, 'Springer')","(0.6832883410560076, 'MoodleResource')","(0.6837814006133629, 'Update')","(0.6838200190200345, 'Delete')","(0.6839332427301287, 'Create')","(0.6855186043709439, 'Codebook')","(0.6863186698795465, 'BrowserStorage')","(0.6863639703653239, 'Hosting')","(0.6867483850586902, 'UserFilter')","(0.6871056761075267, 'ExportCodebook')","(0.6877443788375616, 'CodebookDelete')","(0.6880219253834541, 'GoogleSheetConsumer')","(0.6881516973028452, 'MoodleProvider')","(0.6883392450679511, 'RenameCodebook')","(0.6884147329358243, 'Multivalued')","(0.6895874173340797, 'AnnotationServer')","(0.690699400509593, 'CodebookUpdate')","(1, 'Commenting')"
CodebookDelete,"(0.016086859146181548, 'RenameCodebook')","(0.06419066007035268, 'ExportCodebook')","(0.073929257058481, 'Manual')","(0.1563015805074217, 'ImportCodebook')","(0.18014078113959808, 'ApplicationBased')","(0.2040687134545926, 'BuiltIn')","(0.36062158147264245, 'Codebook')","(0.4398252394314138, 'DeleteAll')","(0.5555967817022351, 'PreviousAssignments')","(0.5831342900785954, 'Selector')","(0.5956510361765424, 'Update')","(0.5956617514352649, 'Delete')","(0.5956932225710714, 'Create')","(0.5965102177076262, 'GoogleSheetProvider')","(0.5965151591491162, 'UserFilter')","(0.6052709861513174, 'JSON')","(0.6061993425593486, 'MoodleResource')","(0.6124994079303738, 'ImportAnnotations')","(0.6170938882668335, 'ACM')","(0.6170938882668335, 'URL')","(0.6298717046673131, 'Remote')","(0.633529976676442, 'Neo4J')","(0.6362211531490325, 'Replying')","(0.6391898911272775, 'Autocomplete')","(0.6439061544531423, 'AnnotatedPDF')","(0.6475726935316803, 'SidebarNavigation')","(0.647723993604844, 'MoodleReport')","(0.6635279538734273, 'MoodleResourceBased')","(0.6635279538734278, 'Alphabetical')","(0.6635279538734278, 'Number')","(0.6676317137045504, 'WebAnnotationClient')","(0.6743948769527548, 'Date')","(0.675760213574042, 'HTML')","(0.6802294839088809, 'PDF')","(0.6809971096102714, 'Export')","(0.6838198095713557, 'Canvas')","(0.68383219895694, 'TXT')","(0.6841303032781187, 'Assessing')","(0.6844754308476929, 'LastAnnotation')","(0.6851038003067198, 'SentimentAnalysis')","(0.6852196008929717, 'MoodleComment')","(0.685259252210491, 'URN')","(0.6856641390770122, 'AnnotationList')","(0.6858947373470213, 'Categorize')","(0.6859663692188732, 'TextSummary')","(0.6871431735016432, 'Dropbox')","(0.6877443788375616, 'Commenting')","(0.6885774460373891, 'SuggestedLiterature')","(0.6886060580187335, 'MoodleConsumer')","(0.6886143918553995, 'DOI')","(0.6888684063871116, 'ScienceDirect')","(0.6890731803928682, 'Springer')","(0.69009635921857, 'Classifying')","(0.690487009276624, 'Hosting')","(0.6904944383184392, 'BrowserStorage')","(0.690735282384199, 'Hypothesis')","(0.6909747316101849, 'GoogleSheetConsumer')","(0.6911412347664034, 'Multivalued')","(0.6914724753622898, 'Hierarchy')","(0.6916637428663692, 'AnnotationServer')","(0.6918233341265728, 'MoodleProvider')","(0.6922174813301931, 'CodebookUpdate')","(1, 'CodebookDelete')"
Hosting,"(0.017831067629843204, 'Springer')","(0.024486370120898524, 'Canvas')","(0.07473746342740983, 'URN')","(0.07830150281710037, 'LastAnnotation')","(0.09556466747200903, 'DOI')","(0.11692853082975782, 'ScienceDirect')","(0.12476273863871033, 'TXT')","(0.14971420349502326, 'Dropbox')","(0.15896597745078056, 'PreviousAssignments')","(0.1645691780964395, 'TextSummary')","(0.22421808270168642, 'AnnotatedPDF')","(0.23022667402975272, 'AnnotationList')","(0.24691815527541802, 'Neo4J')","(0.2870890241687369, 'JSON')","(0.2951218121873138, 'PDF')","(0.448044438936124, 'Hypothesis')","(0.44935253135460695, 'Categorize')","(0.45292711803190305, 'SuggestedLiterature')","(0.48462839896503623, 'ImportAnnotations')","(0.4917020002344431, 'DeleteAll')","(0.5071267888520642, 'Manual')","(0.5671756681926998, 'MoodleReport')","(0.5759662704819304, 'WebAnnotationClient')","(0.5904285902065107, 'AnnotationServer')","(0.6006606000195377, 'Remote')","(0.6125615091721238, 'ACM')","(0.6125615091721238, 'URL')","(0.6174423130207976, 'ApplicationBased')","(0.6279769205284695, 'BuiltIn')","(0.6296555268908515, 'GoogleSheetProvider')","(0.63037820045616, 'Codebook')","(0.6359016025038928, 'MoodleProvider')","(0.6383839740606359, 'MoodleResource')","(0.6408971452926544, 'BrowserStorage')","(0.6542416318344846, 'ImportCodebook')","(0.6547135299225637, 'Autocomplete')","(0.6603241770673721, 'MoodleResourceBased')","(0.6603241770673725, 'Alphabetical')","(0.6603241770673725, 'Number')","(0.6619241972564702, 'Replying')","(0.6717196743553417, 'Date')","(0.673168921488967, 'HTML')","(0.6787974194491142, 'Export')","(0.6822031973342462, 'Assessing')","(0.6833077098241117, 'SentimentAnalysis')","(0.6834307185503301, 'MoodleComment')","(0.6863639703653239, 'Commenting')","(0.6874005696040706, 'MoodleConsumer')","(0.6879658428949351, 'Selector')","(0.6882721356181833, 'Update')","(0.6882912063193619, 'Delete')","(0.6883471267067311, 'Create')","(0.6891921685702993, 'Classifying')","(0.6894942415226408, 'SidebarNavigation')","(0.689755490101241, 'UserFilter')","(0.6903735856606794, 'ExportCodebook')","(0.6904209673706602, 'GoogleSheetConsumer')","(0.690487009276624, 'CodebookDelete')","(0.6905919037411319, 'RenameCodebook')","(0.6906329426952956, 'Multivalued')","(0.6908458109312383, 'Hierarchy')","(0.6919760871349874, 'CodebookUpdate')","(1, 'Hosting')"
MoodleComment,"(0.06108333260903824, 'MoodleConsumer')","(0.06256730385729123, 'MoodleResource')","(0.07135944057381802, 'MoodleResourceBased')","(0.09289543487841524, 'MoodleProvider')","(0.25029706006981267, 'MoodleReport')","(0.3622150733851526, 'PreviousAssignments')","(0.5207009358574235, 'Autocomplete')","(0.5556726410809647, 'ACM')","(0.5556726410809647, 'URL')","(0.5682303340548243, 'AnnotatedPDF')","(0.6215121546875828, 'Alphabetical')","(0.6215121546875828, 'Number')","(0.6285207336044729, 'WebAnnotationClient')","(0.6322946281797355, 'SentimentAnalysis')","(0.6411309633608655, 'Date')","(0.6430757059415146, 'GoogleSheetProvider')","(0.643901914791728, 'HTML')","(0.6505540990050257, 'PDF')","(0.6556247723482488, 'Export')","(0.6597655072962513, 'ApplicationBased')","(0.6609060742644968, 'TXT')","(0.6628499287026544, 'Assessing')","(0.6629825843127537, 'Canvas')","(0.6637036886638019, 'LastAnnotation')","(0.6652410913486023, 'URN')","(0.6661725652680409, 'Categorize')","(0.6670632098295577, 'AnnotationList')","(0.6680059513580152, 'TextSummary')","(0.6702975321138627, 'Remote')","(0.6710498822459565, 'Dropbox')","(0.6714736507936374, 'JSON')","(0.673862444626045, 'SuggestedLiterature')","(0.6740415362320344, 'Commenting')","(0.6744499549243976, 'Neo4J')","(0.6748995155718037, 'Selector')","(0.6756128936940681, 'DOI')","(0.6764344477916534, 'ScienceDirect')","(0.6774494045063761, 'DeleteAll')","(0.677737160118113, 'Replying')","(0.678468810720842, 'ImportCodebook')","(0.6785014697026732, 'ImportAnnotations')","(0.6795426937505382, 'BuiltIn')","(0.679659049863343, 'Springer')","(0.6803567097591257, 'Update')","(0.6804102590710334, 'Delete')","(0.680502354275786, 'Classifying')","(0.6805670996877148, 'Create')","(0.6805796966944784, 'SidebarNavigation')","(0.6808519421357793, 'Hypothesis')","(0.6812555709099657, 'Codebook')","(0.6827778981410952, 'Hierarchy')","(0.6832985905882694, 'BrowserStorage')","(0.6834307185503301, 'Hosting')","(0.6839001858797948, 'ExportCodebook')","(0.6841907427516638, 'Manual')","(0.6843800096878534, 'UserFilter')","(0.6852196008929717, 'CodebookDelete')","(0.6860401234863369, 'GoogleSheetConsumer')","(0.6864463714902773, 'RenameCodebook')","(0.6865425520717581, 'Multivalued')","(0.688012260605313, 'AnnotationServer')","(0.6893577168380906, 'CodebookUpdate')","(1, 'MoodleComment')"
SidebarNavigation,"(0.1250436836238305, 'Multivalued')","(0.2012495055892475, 'Replying')","(0.2091409746226165, 'Selector')","(0.24390253848702087, 'MoodleReport')","(0.2618607685799374, 'Classifying')","(0.4275129751734648, 'Assessing')","(0.42907855553020874, 'Commenting')","(0.4357812521375547, 'Hierarchy')","(0.4457550757690895, 'Categorize')","(0.449068305596131, 'Autocomplete')","(0.45402681760250624, 'SuggestedLiterature')","(0.4725956288040152, 'Neo4J')","(0.4788436852416693, 'AnnotationList')","(0.515826277413213, 'PDF')","(0.535777806469943, 'Update')","(0.5357969767595173, 'Delete')","(0.5358531722302524, 'Create')","(0.5372591626695497, 'UserFilter')","(0.5433657667905488, 'TXT')","(0.5447023300965583, 'Remote')","(0.5504400696300922, 'DeleteAll')","(0.5537159973500587, 'JSON')","(0.5610648943070617, 'ACM')","(0.5610648943070617, 'URL')","(0.5624913712942861, 'LastAnnotation')","(0.5671403289053545, 'ImportAnnotations')","(0.599789790601158, 'Hypothesis')","(0.6140019398123433, 'CodebookUpdate')","(0.6188775894169276, 'ImportCodebook')","(0.6225198285229725, 'AnnotatedPDF')","(0.629743683763714, 'BuiltIn')","(0.641758258844266, 'MoodleResourceBased')","(0.6417582588442665, 'Alphabetical')","(0.6417582588442665, 'Number')","(0.6475726935316803, 'CodebookDelete')","(0.6490733852570436, 'WebAnnotationClient')","(0.6499513642236114, 'ApplicationBased')","(0.6590615102208521, 'MoodleResource')","(0.6611813514550269, 'Date')","(0.6622618934534569, 'PreviousAssignments')","(0.6636312757253772, 'HTML')","(0.6655094175674587, 'ExportCodebook')","(0.6730266166959169, 'Export')","(0.6780672340861493, 'Canvas')","(0.6803700981571188, 'SentimentAnalysis')","(0.6805796966944784, 'MoodleComment')","(0.6806770585303525, 'URN')","(0.6819015077655938, 'TextSummary')","(0.6839761259788062, 'Dropbox')","(0.6864474126809946, 'MoodleConsumer')","(0.6864949043330446, 'DOI')","(0.6869196801424137, 'ScienceDirect')","(0.687199528384475, 'Springer')","(0.6894942415226408, 'Hosting')","(0.6895069610941302, 'BrowserStorage')","(0.6896841536468807, 'Codebook')","(0.6902238554026123, 'GoogleSheetConsumer')","(0.6904238881298237, 'RenameCodebook')","(0.6904546033854517, 'GoogleSheetProvider')","(0.6909515802271239, 'Manual')","(0.6912240734154338, 'AnnotationServer')","(0.6914102992569022, 'MoodleProvider')","(1, 'SidebarNavigation')"
MoodleProvider,"(0.05103967676100609, 'MoodleResource')","(0.09289543487841524, 'MoodleComment')","(0.09341644077256245, 'MoodleConsumer')","(0.12039614206417551, 'MoodleResourceBased')","(0.27509067260495823, 'MoodleReport')","(0.3785430114745508, 'PreviousAssignments')","(0.4517468665490496, 'Autocomplete')","(0.4658171653526414, 'WebAnnotationClient')","(0.47592923725444425, 'AnnotationServer')","(0.4889426229820743, 'Hypothesis')","(0.5130852611348174, 'Remote')","(0.5210228542031465, 'GoogleSheetProvider')","(0.5239883388787427, 'ApplicationBased')","(0.5401935028316605, 'Codebook')","(0.5449910464525339, 'BuiltIn')","(0.5514598338275848, 'Neo4J')","(0.5596987106120905, 'ScienceDirect')","(0.5830829208397879, 'BrowserStorage')","(0.5870446713558262, 'DOI')","(0.5878811484637199, 'ACM')","(0.5878811484637199, 'URL')","(0.6057967907822273, 'ImportCodebook')","(0.6175274916074355, 'Alphabetical')","(0.6175274916074355, 'Number')","(0.6246626447796916, 'Manual')","(0.6300384520900378, 'Date')","(0.6359016025038928, 'Hosting')","(0.6378419127882939, 'Export')","(0.6435036167618768, 'Replying')","(0.6546833535272273, 'Classifying')","(0.6553666007459658, 'ImportAnnotations')","(0.6554146786441486, 'Hierarchy')","(0.6615805549042464, 'HTML')","(0.663506232754085, 'ExportCodebook')","(0.6712328271172864, 'PDF')","(0.6803366226855538, 'URN')","(0.6805857872593811, 'Categorize')","(0.6825207850637577, 'Canvas')","(0.6827895412270452, 'TXT')","(0.6830931342249256, 'Assessing')","(0.683530612785501, 'Dropbox')","(0.6836088845093702, 'LastAnnotation')","(0.6837477620016807, 'SuggestedLiterature')","(0.6844824384267488, 'SentimentAnalysis')","(0.6852299024047148, 'Selector')","(0.68533213466009, 'AnnotationList')","(0.6857575191590273, 'TextSummary')","(0.6872667511891336, 'JSON')","(0.6881516973028452, 'Commenting')","(0.6894104631809965, 'AnnotatedPDF')","(0.6896892422203369, 'Springer')","(0.6899226480751592, 'Update')","(0.6899403626536057, 'Delete')","(0.6899920839384868, 'Create')","(0.6904536402320813, 'DeleteAll')","(0.6911791433752403, 'UserFilter')","(0.6914102992569022, 'SidebarNavigation')","(0.691659653138174, 'GoogleSheetConsumer')","(0.691774886515842, 'RenameCodebook')","(0.691802072701551, 'Multivalued')","(0.6918233341265728, 'CodebookDelete')","(0.6926080930264025, 'CodebookUpdate')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.17046003636784646, 'JSON')","(0.20251476314832223, 'DeleteAll')","(0.22955351215223524, 'Update')","(0.22956713869860326, 'Delete')","(0.2296073922314309, 'Create')","(0.23075970750564054, 'UserFilter')","(0.2516300280080733, 'Autocomplete')","(0.27325330136701376, 'Export')","(0.27616265562381137, 'Date')","(0.2876116635619351, 'Alphabetical')","(0.2876116635619351, 'Number')","(0.3574933393181359, 'ImportCodebook')","(0.3608030109096211, 'Neo4J')","(0.3767014171784988, 'Codebook')","(0.3907158939504326, 'AnnotatedPDF')","(0.39261450478614346, 'Hierarchy')","(0.39725178237804726, 'Classifying')","(0.4128599723699049, 'BuiltIn')","(0.46615746565701977, 'PreviousAssignments')","(0.4733747300527301, 'Canvas')","(0.4786447716657819, 'ExportCodebook')","(0.4793870515988861, 'Springer')","(0.48462839896503623, 'Hosting')","(0.4846738481820509, 'LastAnnotation')","(0.48490633157929586, 'URN')","(0.48559775724153553, 'Remote')","(0.4931917825244304, 'TXT')","(0.5028659010270344, 'Dropbox')","(0.5045044814438715, 'TextSummary')","(0.5053808875192057, 'DOI')","(0.5060020244139147, 'MoodleReport')","(0.5128142149527553, 'ScienceDirect')","(0.5132794015291036, 'Replying')","(0.5186356837696467, 'AnnotationList')","(0.5269850416209496, 'PDF')","(0.564343428570107, 'ACM')","(0.564343428570107, 'URL')","(0.5671403289053545, 'SidebarNavigation')","(0.576701035702184, 'Categorize')","(0.5812548173932818, 'SuggestedLiterature')","(0.5899181814497039, 'Selector')","(0.6017747949014431, 'GoogleSheetProvider')","(0.6124994079303738, 'CodebookDelete')","(0.6148329065095753, 'Hypothesis')","(0.617553326037459, 'ApplicationBased')","(0.61809733679336, 'Manual')","(0.6378075108362667, 'MoodleResource')","(0.641422167515725, 'MoodleResourceBased')","(0.648312961298406, 'WebAnnotationClient')","(0.6553666007459658, 'MoodleProvider')","(0.6620738277624796, 'HTML')","(0.6765376118688238, 'Assessing')","(0.6783091839317605, 'SentimentAnalysis')","(0.6785014697026732, 'MoodleComment')","(0.6831752547602314, 'Commenting')","(0.6848074006143323, 'MoodleConsumer')","(0.6884135243774627, 'BrowserStorage')","(0.6894390653419826, 'GoogleSheetConsumer')","(0.6896844850388715, 'RenameCodebook')","(0.6897430462760006, 'Multivalued')","(0.6906641628830404, 'AnnotationServer')","(0.6915662270117647, 'CodebookUpdate')","(1, 'ImportAnnotations')"
Alphabetical,"(0.012706524968540255, 'Date')","(0.03450748844771884, 'Export')","(0.22354624398505607, 'Codebook')","(0.2457160319976534, 'Hierarchy')","(0.24993487006824108, 'Autocomplete')","(0.2590982608797161, 'Classifying')","(0.2876116635619351, 'ImportAnnotations')","(0.3402095453454286, 'ACM')","(0.3402095453454286, 'URL')","(0.402563193512874, 'ImportCodebook')","(0.43965687357631933, 'BuiltIn')","(0.4466699133571243, 'ExportCodebook')","(0.49668893817765436, 'MoodleResourceBased')","(0.517069183597898, 'WebAnnotationClient')","(0.5390350128408234, 'GoogleSheetProvider')","(0.5631054948315789, 'HTML')","(0.5671183630807055, 'PDF')","(0.6024278320761596, 'TXT')","(0.6131353749972053, 'Categorize')","(0.6132871565530356, 'Assessing')","(0.6146697083919124, 'LastAnnotation')","(0.6155553763039133, 'URN')","(0.6175274916074355, 'MoodleProvider')","(0.6185090807406254, 'Canvas')","(0.6215121546875828, 'MoodleComment')","(0.6217099112637525, 'Selector')","(0.6222054591211623, 'AnnotationList')","(0.6223694572628682, 'SentimentAnalysis')","(0.6240336851716723, 'Remote')","(0.6246595985193466, 'TextSummary')","(0.6255198362327381, 'SuggestedLiterature')","(0.6264793227077223, 'Neo4J')","(0.6288327290236293, 'MoodleReport')","(0.6291159258284973, 'Dropbox')","(0.6305471690286377, 'Replying')","(0.6329207308227756, 'JSON')","(0.6331346485815192, 'MoodleResource')","(0.6335913306814087, 'ApplicationBased')","(0.6349101107641859, 'PreviousAssignments')","(0.635540472238157, 'DeleteAll')","(0.6361414536276381, 'AnnotatedPDF')","(0.636197645697729, 'DOI')","(0.6374624296213023, 'ScienceDirect')","(0.6388266687215882, 'Hypothesis')","(0.64103524063304, 'Commenting')","(0.6417582588442665, 'SidebarNavigation')","(0.6467764113370438, 'MoodleConsumer')","(0.6514905990559772, 'Manual')","(0.6584651734850937, 'Springer')","(0.6587924189539602, 'BrowserStorage')","(0.659868942664402, 'Update')","(0.6599756856990069, 'Delete')","(0.660287496960676, 'Create')","(0.6603241770673725, 'Hosting')","(0.6635279538734278, 'CodebookDelete')","(0.6674766988812921, 'UserFilter')","(0.6703599313661989, 'GoogleSheetConsumer')","(0.6710409932461712, 'RenameCodebook')","(0.6712007714785375, 'Multivalued')","(0.6735689549562431, 'AnnotationServer')","(0.6756019161756766, 'CodebookUpdate')","(1, 'Alphabetical')","(1, 'Number')"
MoodleResourceBased,"(0.07135944057381802, 'MoodleComment')","(0.0932782974926375, 'MoodleConsumer')","(0.12039614206417551, 'MoodleProvider')","(0.12318315099105062, 'MoodleResource')","(0.2429547322324444, 'MoodleReport')","(0.3402095453454276, 'ACM')","(0.3402095453454276, 'URL')","(0.3491914056066694, 'PreviousAssignments')","(0.48292809663901565, 'Autocomplete')","(0.49668893817765436, 'Alphabetical')","(0.49668893817765436, 'Number')","(0.517069183597897, 'WebAnnotationClient')","(0.554758322614429, 'Date')","(0.5631054948315781, 'HTML')","(0.5671183630807051, 'PDF')","(0.5978646418294038, 'Export')","(0.6024278320761587, 'TXT')","(0.6041881796476656, 'GoogleSheetProvider')","(0.6131353749972049, 'Categorize')","(0.6132871565530347, 'Assessing')","(0.6146697083919119, 'LastAnnotation')","(0.615555376303913, 'URN')","(0.6167611838925553, 'ApplicationBased')","(0.6185090807406248, 'Canvas')","(0.6217099112637522, 'Selector')","(0.622205459121162, 'AnnotationList')","(0.6223694572628682, 'SentimentAnalysis')","(0.6240336851716722, 'Remote')","(0.6246595985193466, 'TextSummary')","(0.6255198362327377, 'SuggestedLiterature')","(0.6264793227077218, 'Neo4J')","(0.6267102791972522, 'ImportCodebook')","(0.6272842359055217, 'BuiltIn')","(0.6291159258284973, 'Dropbox')","(0.6305471690286368, 'Replying')","(0.6329207308227756, 'JSON')","(0.6355404722381566, 'DeleteAll')","(0.6361414536276375, 'AnnotatedPDF')","(0.6361976456977281, 'DOI')","(0.6374624296213022, 'ScienceDirect')","(0.6388266687215872, 'Hypothesis')","(0.6410352406330393, 'Commenting')","(0.641422167515725, 'ImportAnnotations')","(0.6417258910477177, 'Hierarchy')","(0.641758258844266, 'SidebarNavigation')","(0.642568685222049, 'Codebook')","(0.644584092746679, 'Classifying')","(0.6514905990559768, 'Manual')","(0.6551674008720425, 'ExportCodebook')","(0.6584651734850933, 'Springer')","(0.65879241895396, 'BrowserStorage')","(0.6598689426644015, 'Update')","(0.6599756856990068, 'Delete')","(0.6602874969606753, 'Create')","(0.6603241770673721, 'Hosting')","(0.6635279538734273, 'CodebookDelete')","(0.6674766988812915, 'UserFilter')","(0.6703599313661983, 'GoogleSheetConsumer')","(0.6710409932461704, 'RenameCodebook')","(0.6712007714785369, 'Multivalued')","(0.6735689549562426, 'AnnotationServer')","(0.6756019161756763, 'CodebookUpdate')","(1, 'MoodleResourceBased')"
DeleteAll,"(0.09139724657838656, 'JSON')","(0.1123487758001632, 'Update')","(0.11236007168877588, 'Delete')","(0.1123935521880106, 'Create')","(0.11340422357717225, 'UserFilter')","(0.20251476314832223, 'ImportAnnotations')","(0.3312837124824054, 'ImportCodebook')","(0.3348826212740861, 'Neo4J')","(0.36896962976974773, 'BuiltIn')","(0.3771153395691673, 'AnnotatedPDF')","(0.41567712617200936, 'PreviousAssignments')","(0.4209582795064426, 'TextSummary')","(0.42247818561498274, 'ApplicationBased')","(0.43308815408798457, 'URN')","(0.4398252394314138, 'CodebookDelete')","(0.44744465709614145, 'Manual')","(0.4516772990464818, 'Remote')","(0.4656880570670269, 'PDF')","(0.47919137012801677, 'Canvas')","(0.48542350270698653, 'Replying')","(0.48638563938922447, 'Springer')","(0.48957726022454273, 'ExportCodebook')","(0.4901776890346323, 'LastAnnotation')","(0.491254866729691, 'MoodleReport')","(0.4917020002344431, 'Hosting')","(0.498129157037462, 'TXT')","(0.5083089441710252, 'Dropbox')","(0.5084556259873514, 'Autocomplete')","(0.5110996597072766, 'DOI')","(0.5182536913495178, 'ScienceDirect')","(0.5229265386131516, 'AnnotationList')","(0.5237869668899469, 'RenameCodebook')","(0.5421092548173783, 'Selector')","(0.5504400696300922, 'SidebarNavigation')","(0.550881488879571, 'Categorize')","(0.551555527807144, 'ACM')","(0.551555527807144, 'URL')","(0.5566130965346138, 'SuggestedLiterature')","(0.5604039044347876, 'SentimentAnalysis')","(0.579901881130954, 'Codebook')","(0.6007179126075275, 'MoodleResource')","(0.6165246137091887, 'Hypothesis')","(0.6270552271148233, 'Assessing')","(0.6301429876075528, 'GoogleSheetProvider')","(0.6355404722381566, 'MoodleResourceBased')","(0.635540472238157, 'Alphabetical')","(0.635540472238157, 'Number')","(0.6374342499875496, 'Commenting')","(0.6432719539051037, 'WebAnnotationClient')","(0.6561783364703846, 'Date')","(0.6588143101738393, 'HTML')","(0.6690545217630737, 'Export')","(0.6769799626753594, 'Hierarchy')","(0.6774494045063761, 'MoodleComment')","(0.6844367819644197, 'MoodleConsumer')","(0.6873894326373242, 'Classifying')","(0.6883075552299934, 'BrowserStorage')","(0.6893546582292418, 'GoogleSheetConsumer')","(0.6896729562778376, 'Multivalued')","(0.6904536402320813, 'MoodleProvider')","(0.6906317334437457, 'AnnotationServer')","(0.6915621916950536, 'CodebookUpdate')","(1, 'DeleteAll')"
Remote,"(0.1939031812260843, 'WebAnnotationClient')","(0.19438999638454113, 'AnnotationServer')","(0.24803070483055745, 'Hypothesis')","(0.28828386091095193, 'Neo4J')","(0.3547237213252521, 'ApplicationBased')","(0.37319077455550503, 'CodebookUpdate')","(0.3882025953336292, 'BuiltIn')","(0.42355598878489675, 'Update')","(0.4235934486761393, 'Delete')","(0.42370335659244496, 'Create')","(0.42646959681557484, 'UserFilter')","(0.4326853001636287, 'ScienceDirect')","(0.4516772990464818, 'DeleteAll')","(0.45987342904643613, 'JSON')","(0.47121578040774253, 'Hierarchy')","(0.4817741726303686, 'GoogleSheetProvider')","(0.48559775724153553, 'ImportAnnotations')","(0.48825542389024223, 'Codebook')","(0.4931178029768465, 'Selector')","(0.493465249163269, 'ImportCodebook')","(0.4935483195822208, 'MoodleResource')","(0.4951039330399769, 'Autocomplete')","(0.49816711492283644, 'DOI')","(0.5049887208553467, 'Replying')","(0.5130852611348174, 'MoodleProvider')","(0.5400310003543956, 'ACM')","(0.5400310003543956, 'URL')","(0.5424603582477864, 'BrowserStorage')","(0.5447023300965583, 'SidebarNavigation')","(0.579370861923762, 'Manual')","(0.58770557237842, 'AnnotatedPDF')","(0.5978002636594747, 'MoodleReport')","(0.6006606000195377, 'Hosting')","(0.6240336851716722, 'MoodleResourceBased')","(0.6240336851716723, 'Alphabetical')","(0.6240336851716723, 'Number')","(0.6298717046673131, 'CodebookDelete')","(0.645770698349269, 'Date')","(0.6486584864544943, 'HTML')","(0.6487590619513326, 'PreviousAssignments')","(0.6552946330991398, 'ExportCodebook')","(0.6568701482809876, 'PDF')","(0.6603222900846646, 'Export')","(0.6661255557180789, 'TXT')","(0.6671924225908734, 'Canvas')","(0.6674615495854881, 'Assessing')","(0.6682851530046736, 'LastAnnotation')","(0.6699451050552989, 'URN')","(0.6700826119059247, 'SentimentAnalysis')","(0.6702975321138627, 'MoodleComment')","(0.6711360159660991, 'Categorize')","(0.6713505030668869, 'AnnotationList')","(0.672179284548714, 'TextSummary')","(0.6750939191121723, 'Dropbox')","(0.6773483767753805, 'Commenting')","(0.6782259257841018, 'SuggestedLiterature')","(0.6798630141462425, 'MoodleConsumer')","(0.6818432254349414, 'Springer')","(0.6834983165598119, 'Classifying')","(0.6874006696969998, 'GoogleSheetConsumer')","(0.6877606469831152, 'RenameCodebook')","(0.6878460404666202, 'Multivalued')","(1, 'Remote')"
