QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
TXT,"(0.29804713436360875, 'URN')","(0.5094991411217726, 'MoodleConsumer')","(0.5097229196970517, 'MoodleProvider')","(0.5737907320505315, 'Neo4J')","(0.5744151780805542, 'PDF')","(0.6897498009022308, 'SentimentAnalysis')","(0.6915543089981011, 'TextSummary')","(0.7514954868905898, 'Hypothesis')","(0.780282999271013, 'AnnotationServer')","(0.7878931870852832, 'Remote')","(0.8088971583204971, 'Manual')","(0.8287392835032719, 'RenameCodebook')","(0.8287697286192124, 'CodebookDelete')","(0.8314217807007288, 'ExportCodebook')","(0.8853470780429726, 'Dropbox')","(0.903629530650116, 'ImportCodebook')","(0.9131782943649782, 'Assessing')","(0.9139608406321055, 'Categorize')","(0.9140151402118991, 'SuggestedLiterature')","(0.9143205383619082, 'Commenting')","(0.9152411590173445, 'Replying')","(0.9156934993146322, 'Selector')","(0.9354853387365998, 'DeleteAll')","(0.940831278835294, 'Autocomplete')","(0.9432224264531761, 'Classifying')","(0.9528664875437618, 'AnnotationList')","(0.953849430888804, 'URL')","(0.9576071251574954, 'ScienceDirect')","(0.967192361184884, 'DOI')","(0.976294522012662, 'GoogleSheetProvider')","(0.9804711723849169, 'CodebookUpdate')","(0.9885950380163899, 'Codebook')","(0.9889662447051721, 'SidebarNavigation')","(0.991750351984446, 'Alphabetical')","(0.9931045173644482, 'BrowserStorage')","(0.9948936463866376, 'Date')","(0.9952533152222078, 'PreviousAssignments')","(0.9961388625807023, 'Number')","(0.9963542738770085, 'Export')","(0.996747550946868, 'HTML')","(0.9977766375063304, 'Canvas')","(0.9979469856277086, 'LastAnnotation')","(0.9981812125476394, 'MoodleComment')","(0.9983270531141218, 'JSON')","(0.9983413333347037, 'MoodleReport')","(0.9985629376280557, 'ImportAnnotations')","(0.9986799630637422, 'Update')","(0.9987137411379478, 'Create')","(0.9987183729976624, 'Delete')","(0.9988127074373263, 'ACM')","(0.9988286080600288, 'BuiltIn')","(0.9988529940166355, 'Springer')","(0.9988544786053432, 'AnnotatedPDF')","(0.9988836703045533, 'Multivalued')","(0.9988975256153412, 'UserFilter')","(0.9989230687243251, 'Hierarchy')","(0.9989444776744731, 'MoodleResource')","(0.99896594429091, 'GoogleSheetConsumer')","(0.9989889766313198, 'ApplicationBased')","(1, 'TXT')"
Autocomplete,"(0.06432195077063951, 'Classifying')","(0.2410150254765313, 'Selector')","(0.26278873842195705, 'SidebarNavigation')","(0.3136562732099828, 'Replying')","(0.3254310127650988, 'Assessing')","(0.32589147444159805, 'Categorize')","(0.3261045652682921, 'Commenting')","(0.3262139215444121, 'SuggestedLiterature')","(0.33176460977111055, 'Multivalued')","(0.34402872987277966, 'Hierarchy')","(0.3495354516884931, 'CodebookUpdate')","(0.4021591413487955, 'Date')","(0.41285227413772885, 'SentimentAnalysis')","(0.5472140596601444, 'MoodleReport')","(0.6276082316828625, 'Codebook')","(0.6409216207840664, 'AnnotationList')","(0.6420868225350143, 'Export')","(0.7198319443678384, 'PreviousAssignments')","(0.7570986048451855, 'ACM')","(0.7571296542408797, 'Springer')","(0.7596385444145997, 'DOI')","(0.7615401826427015, 'ScienceDirect')","(0.7744727881898414, 'Dropbox')","(0.7904574180768055, 'Remote')","(0.7986676808024815, 'MoodleComment')","(0.7992703504431984, 'MoodleResource')","(0.8623119633311936, 'Update')","(0.8623396340833006, 'Create')","(0.8623434285947973, 'Delete')","(0.8624902173042732, 'UserFilter')","(0.8696205390981029, 'ImportCodebook')","(0.878004045486092, 'DeleteAll')","(0.8786125164216753, 'ImportAnnotations')","(0.9242040120961004, 'BuiltIn')","(0.940831278835294, 'TXT')","(0.9420963464393337, 'ExportCodebook')","(0.9629685200238929, 'Hypothesis')","(0.9765682286492395, 'TextSummary')","(0.9814691670463394, 'Canvas')","(0.9933921300199785, 'URL')","(0.9934309608880009, 'Alphabetical')","(0.9962953991902002, 'CodebookDelete')","(0.9972107290672904, 'Number')","(0.9972691601842246, 'Manual')","(0.9977480679600139, 'HTML')","(0.9985286538326424, 'PDF')","(0.9988068998694293, 'LastAnnotation')","(0.9993062461973123, 'JSON')","(0.9993822068071687, 'URN')","(0.9994369974568424, 'Neo4J')","(0.999503092424655, 'MoodleConsumer')","(0.9996080065699792, 'AnnotatedPDF')","(0.9996736900988147, 'BrowserStorage')","(0.9996991838117565, 'AnnotationServer')","(0.9997091653148544, 'RenameCodebook')","(0.9997226539028452, 'GoogleSheetProvider')","(0.9997228142725827, 'GoogleSheetConsumer')","(0.9997267368127307, 'ApplicationBased')","(0.9997582703431729, 'MoodleProvider')","(1, 'Autocomplete')"
GoogleSheetProvider,"(0.0056415176467565775, 'GoogleSheetConsumer')","(0.8758549189909425, 'Hypothesis')","(0.8981314973257338, 'AnnotationServer')","(0.901772265699048, 'Remote')","(0.9076257325367838, 'Neo4J')","(0.9506019329080692, 'DOI')","(0.9665851729927432, 'Hierarchy')","(0.976294522012662, 'TXT')","(0.9823184488716137, 'ScienceDirect')","(0.9903274637459166, 'Manual')","(0.9963428477069779, 'URL')","(0.9963838471227646, 'Alphabetical')","(0.9972348776625028, 'BrowserStorage')","(0.9980525997838431, 'Date')","(0.9985274854790167, 'Number')","(0.9988188041955537, 'Export')","(0.998834897568526, 'HTML')","(0.9992056855786077, 'Assessing')","(0.9992814706422324, 'PDF')","(0.999387324525879, 'Canvas')","(0.9994219385669497, 'TextSummary')","(0.9994406549212689, 'LastAnnotation')","(0.999467505591968, 'SentimentAnalysis')","(0.9994973203485258, 'AnnotationList')","(0.9995589470501638, 'MoodleComment')","(0.9996172825807126, 'Categorize')","(0.9996799781348346, 'Dropbox')","(0.9997226539028452, 'Autocomplete')","(0.9997589322934164, 'JSON')","(0.9997697870417321, 'URN')","(0.9998063697269448, 'Commenting')","(0.99981083119904, 'Update')","(0.999821223225095, 'DeleteAll')","(0.9998278901072298, 'Create')","(0.9998302293304273, 'Delete')","(0.9998389454288733, 'MoodleConsumer')","(0.9998685773181305, 'SuggestedLiterature')","(0.999876676065328, 'MoodleReport')","(0.999877870929409, 'ACM')","(0.9998837359181934, 'Selector')","(0.9998899324597483, 'ImportAnnotations')","(0.9998908034201868, 'Classifying')","(0.999898216794404, 'Springer')","(0.9998989665536538, 'AnnotatedPDF')","(0.9999176099242949, 'ImportCodebook')","(0.9999198926425956, 'Codebook')","(0.9999201560871656, 'Replying')","(0.9999207065053523, 'UserFilter')","(0.9999233493229267, 'SidebarNavigation')","(0.9999357088177503, 'PreviousAssignments')","(0.999944418606321, 'MoodleResource')","(0.9999502542673869, 'Multivalued')","(0.9999527803064064, 'ExportCodebook')","(0.9999568392059751, 'RenameCodebook')","(0.9999573733076492, 'CodebookDelete')","(0.9999620552662071, 'BuiltIn')","(0.9999668918120608, 'ApplicationBased')","(0.9999777828472941, 'CodebookUpdate')","(0.9999849320576877, 'MoodleProvider')","(1, 'GoogleSheetProvider')"
PreviousAssignments,"(0.023501253458210192, 'ACM')","(0.023505569469802423, 'Springer')","(0.0340065702024136, 'DOI')","(0.041599495172601864, 'ScienceDirect')","(0.09513328001332655, 'Dropbox')","(0.7198319443678384, 'Autocomplete')","(0.7849505589083478, 'MoodleComment')","(0.7853005565486693, 'MoodleResource')","(0.8092810918454115, 'MoodleReport')","(0.9262319503506912, 'TextSummary')","(0.9299087379505001, 'Canvas')","(0.9698332162777795, 'Manual')","(0.9795110739778675, 'RenameCodebook')","(0.9795171109981556, 'CodebookDelete')","(0.9798485021636876, 'ExportCodebook')","(0.9827980861174566, 'Multivalued')","(0.983365368823269, 'Remote')","(0.9885199600018166, 'ImportCodebook')","(0.992231655596488, 'DeleteAll')","(0.9952533152222078, 'TXT')","(0.9959219740603118, 'URL')","(0.9959619695054718, 'Alphabetical')","(0.9975282246813167, 'Neo4J')","(0.9977260990532036, 'CodebookUpdate')","(0.9978008610649809, 'Date')","(0.9983371348176874, 'Number')","(0.9986458275674255, 'Export')","(0.9986769855766008, 'HTML')","(0.9986871776651148, 'Codebook')","(0.999086899974474, 'Assessing')","(0.9991706820731348, 'PDF')","(0.9993466639137287, 'LastAnnotation')","(0.9993602629200796, 'SentimentAnalysis')","(0.9993960822733181, 'AnnotationList')","(0.9995419298502123, 'Categorize')","(0.9996892755085124, 'JSON')","(0.9997105270721534, 'URN')","(0.9997509700848137, 'Commenting')","(0.9997559023465147, 'Update')","(0.9997747613685802, 'Create')","(0.9997773474345791, 'Delete')","(0.9997869832854969, 'MoodleConsumer')","(0.9998193599987113, 'SuggestedLiterature')","(0.9998280022427508, 'Selector')","(0.9998299593327856, 'Classifying')","(0.9998332298804448, 'ImportAnnotations')","(0.9998533380472568, 'AnnotatedPDF')","(0.9998722246028822, 'Replying')","(0.9998736185471265, 'SidebarNavigation')","(0.9998773720752214, 'UserFilter')","(0.9998975135188125, 'BrowserStorage')","(0.9998978861685767, 'Hypothesis')","(0.9999175072257035, 'BuiltIn')","(0.99992297530598, 'AnnotationServer')","(0.9999284310203775, 'ApplicationBased')","(0.9999286335478415, 'GoogleSheetConsumer')","(0.999935610817331, 'Hierarchy')","(0.9999357088177503, 'GoogleSheetProvider')","(0.999948374937951, 'MoodleProvider')","(1, 'PreviousAssignments')"
Codebook,"(0.1260239381678161, 'BuiltIn')","(0.19286330910288452, 'ApplicationBased')","(0.42843548167939427, 'CodebookUpdate')","(0.43212955669939856, 'Hierarchy')","(0.43308129158639885, 'Multivalued')","(0.43716650465915075, 'SidebarNavigation')","(0.4589407506034583, 'ImportCodebook')","(0.4805736415052909, 'Date')","(0.5653371465034701, 'Export')","(0.5700170263509786, 'Classifying')","(0.6276082316828625, 'Autocomplete')","(0.7405320218976844, 'Hypothesis')","(0.7507216816904977, 'ImportAnnotations')","(0.761269003614161, 'MoodleReport')","(0.8435384398626249, 'Remote')","(0.8594140974710176, 'JSON')","(0.8696808455373769, 'ExportCodebook')","(0.9028850870205812, 'Manual')","(0.9326259612951262, 'Selector')","(0.9426133106457043, 'RenameCodebook')","(0.9426307440013619, 'CodebookDelete')","(0.9700479393769588, 'Alphabetical')","(0.9785765460360627, 'DeleteAll')","(0.9885950380163899, 'TXT')","(0.9904127984777972, 'TextSummary')","(0.9933832544454668, 'Neo4J')","(0.994682747545997, 'URL')","(0.9978338624095302, 'Number')","(0.9982772733274673, 'HTML')","(0.9986871776651148, 'PreviousAssignments')","(0.9988120978311462, 'Assessing')","(0.9989214102109892, 'PDF')","(0.9990712050040196, 'Canvas')","(0.9991510176556923, 'LastAnnotation')","(0.9991703429237785, 'SentimentAnalysis')","(0.999216796038367, 'AnnotationList')","(0.9993216422807395, 'MoodleComment')","(0.9994057854876025, 'Categorize')","(0.9994708824529626, 'Dropbox')","(0.9996257580480412, 'URN')","(0.9996785249493151, 'Commenting')","(0.9996849601812278, 'Update')","(0.9997095659681604, 'Create')","(0.9997129400659959, 'Delete')","(0.9997255121758749, 'MoodleConsumer')","(0.9997462236659977, 'DOI')","(0.9997677923780657, 'SuggestedLiterature')","(0.9997678787409273, 'ScienceDirect')","(0.9997816583609787, 'ACM')","(0.9998110052602255, 'Springer')","(0.9998120867138498, 'AnnotatedPDF')","(0.9998371749386014, 'Replying')","(0.9998434444461856, 'UserFilter')","(0.9998698128729132, 'BrowserStorage')","(0.9998776468099121, 'MoodleResource')","(0.9999033506411265, 'AnnotationServer')","(0.9999104175878414, 'GoogleSheetConsumer')","(0.9999198926425956, 'GoogleSheetProvider')","(0.9999360834644365, 'MoodleProvider')","(1, 'Codebook')"
PDF,"(0.5744151780805542, 'TXT')","(0.9958730647412749, 'Alphabetical')","(0.9959313205456849, 'URL')","(0.9973319837690954, 'Date')","(0.9979825961763631, 'Number')","(0.9980135178888563, 'Export')","(0.9982712520504087, 'HTML')","(0.9985143140508774, 'TextSummary')","(0.9985286538326424, 'Autocomplete')","(0.9985733007149539, 'SentimentAnalysis')","(0.9986194203176381, 'Assessing')","(0.9986531826653053, 'AnnotationList')","(0.9986835722125429, 'Dropbox')","(0.9986965179372411, 'Remote')","(0.9987465116229695, 'Canvas')","(0.9987574658108108, 'ImportCodebook')","(0.9988400573057811, 'LastAnnotation')","(0.9988559067798545, 'DeleteAll')","(0.9989214102109892, 'Codebook')","(0.9989346319363199, 'MoodleReport')","(0.9989511345442943, 'MoodleComment')","(0.9989533723652253, 'Neo4J')","(0.998970995258347, 'JSON')","(0.9990022003465161, 'Classifying')","(0.9990059121987818, 'Categorize')","(0.9990341233630582, 'Hypothesis')","(0.9990782259166804, 'ImportAnnotations')","(0.9990966399350069, 'ScienceDirect')","(0.9991018634524143, 'Selector')","(0.999105534341132, 'DOI')","(0.999149115848325, 'URN')","(0.9991639255892578, 'ExportCodebook')","(0.9991706820731348, 'PreviousAssignments')","(0.9991721471358713, 'SidebarNavigation')","(0.9991834675492998, 'Commenting')","(0.9991876569422012, 'Update')","(0.9992036755316897, 'Create')","(0.9992058721005257, 'Delete')","(0.9992079251213241, 'Replying')","(0.9992140566607457, 'MoodleConsumer')","(0.9992284295436005, 'BuiltIn')","(0.9992349469470646, 'SuggestedLiterature')","(0.9992455048950989, 'Manual')","(0.9992506083717806, 'ACM')","(0.9992580449347404, 'AnnotationServer')","(0.9992697135026956, 'Springer')","(0.9992699992954797, 'Multivalued')","(0.9992704175402287, 'AnnotatedPDF')","(0.9992794021234276, 'CodebookUpdate')","(0.9992814706422324, 'GoogleSheetProvider')","(0.999286319581709, 'Hierarchy')","(0.9992908317557101, 'UserFilter')","(0.9992922093482549, 'BrowserStorage')","(0.9993096825393315, 'CodebookDelete')","(0.9993130978696135, 'MoodleResource')","(0.9993183399919164, 'GoogleSheetConsumer')","(0.9993247610547654, 'RenameCodebook')","(0.9993342006507191, 'ApplicationBased')","(0.9993511408047346, 'MoodleProvider')","(1, 'PDF')"
Number,"(0.014481067395941793, 'Alphabetical')","(0.5846785208681473, 'Date')","(0.960566048131379, 'Hierarchy')","(0.9832185907848345, 'ExportCodebook')","(0.9951353681472674, 'URL')","(0.9961388625807023, 'TXT')","(0.997029268683912, 'Export')","(0.9972107290672904, 'Autocomplete')","(0.9974772533077344, 'TextSummary')","(0.9974948613718249, 'ImportCodebook')","(0.9975498822005271, 'HTML')","(0.9975551252697193, 'SentimentAnalysis')","(0.9975752516313969, 'Dropbox')","(0.9976920156178584, 'AnnotationList')","(0.9977182756039469, 'Remote')","(0.9977947612880798, 'DeleteAll')","(0.9978338624095302, 'Codebook')","(0.9979039759359392, 'MoodleReport')","(0.9979091622970745, 'Assessing')","(0.9979647453308805, 'Neo4J')","(0.9979825961763631, 'PDF')","(0.9979946874528546, 'Canvas')","(0.9980306964624871, 'Classifying')","(0.9980352605710019, 'Hypothesis')","(0.9980957096762112, 'JSON')","(0.9981368428668665, 'LastAnnotation')","(0.9981898023108359, 'ImportAnnotations')","(0.9982425516403101, 'ScienceDirect')","(0.9982451109705114, 'Selector')","(0.9982514666841001, 'MoodleComment')","(0.9982769530638441, 'DOI')","(0.9983079934706681, 'Categorize')","(0.9983371348176874, 'PreviousAssignments')","(0.9983523653550497, 'SidebarNavigation')","(0.998429984465983, 'Replying')","(0.9984313703959683, 'BuiltIn')","(0.9984557702613842, 'URN')","(0.9984566909301251, 'Manual')","(0.9984894268168285, 'AnnotationServer')","(0.9984912190614327, 'Commenting')","(0.998495542254528, 'Update')","(0.9985120724482639, 'Create')","(0.9985143391720774, 'Delete')","(0.9985219695323687, 'CodebookUpdate')","(0.998522785135672, 'MoodleConsumer')","(0.9985274854790167, 'GoogleSheetProvider')","(0.9985295285407852, 'Multivalued')","(0.9985370643740519, 'SuggestedLiterature')","(0.9985605042822033, 'ACM')","(0.9985802196336586, 'Springer')","(0.9985809461584714, 'AnnotatedPDF')","(0.9985861135806083, 'BrowserStorage')","(0.9986020124196575, 'UserFilter')","(0.9986051131086656, 'CodebookDelete')","(0.9986127459586834, 'GoogleSheetConsumer')","(0.9986249897449253, 'MoodleResource')","(0.9986370254748852, 'RenameCodebook')","(0.998646766592944, 'ApplicationBased')","(0.9986642478607641, 'MoodleProvider')","(1, 'Number')"
AnnotatedPDF,"(4.269484272234614e-06, 'LastAnnotation')","(0.0025658314886305433, 'Canvas')","(0.10559925495898215, 'TextSummary')","(0.15314543331682995, 'AnnotationList')","(0.6838879469332629, 'JSON')","(0.7149163719411407, 'DeleteAll')","(0.7588702464370898, 'Dropbox')","(0.811031724071521, 'MoodleReport')","(0.8692818424163109, 'ImportAnnotations')","(0.8889698026586635, 'SentimentAnalysis')","(0.973037184101303, 'GoogleSheetConsumer')","(0.9965832436056381, 'URL')","(0.9966096783862882, 'Alphabetical')","(0.9981233015237868, 'Date')","(0.9985809461584714, 'Number')","(0.998819612621741, 'Export')","(0.9988544786053432, 'TXT')","(0.998862054721151, 'HTML')","(0.999201116853407, 'Assessing')","(0.9992704175402287, 'PDF')","(0.9994976815264697, 'Remote')","(0.9995241524542315, 'MoodleComment')","(0.9995774966969035, 'Categorize')","(0.9996080065699792, 'Autocomplete')","(0.9997169526625223, 'URN')","(0.9997504052921201, 'Commenting')","(0.9997544850359243, 'Update')","(0.9997630361856934, 'Neo4J')","(0.9997700843663524, 'Create')","(0.9997722234432698, 'Delete')","(0.9997801937837433, 'MoodleConsumer')","(0.9997841245002049, 'DOI')","(0.99979150948564, 'ImportCodebook')","(0.9997961194692042, 'ScienceDirect')","(0.9997978401546035, 'Classifying')","(0.9998035247589298, 'Selector')","(0.9998064978929893, 'SuggestedLiterature')","(0.9998120867138498, 'Codebook')","(0.9998157887828271, 'ACM')","(0.9998343938387698, 'Springer')","(0.999843529714352, 'SidebarNavigation')","(0.999845040883935, 'Replying')","(0.9998521684676163, 'Hypothesis')","(0.9998533380472568, 'PreviousAssignments')","(0.9998549593128513, 'UserFilter')","(0.9998663449067879, 'ExportCodebook')","(0.9998704855847397, 'BrowserStorage')","(0.9998764276469961, 'Multivalued')","(0.9998766425899436, 'MoodleResource')","(0.9998812022299743, 'BuiltIn')","(0.9998867084663946, 'CodebookDelete')","(0.9998875250511452, 'AnnotationServer')","(0.9998880004751008, 'RenameCodebook')","(0.9998915248143503, 'Manual')","(0.9998971929740759, 'ApplicationBased')","(0.9998989665536538, 'GoogleSheetProvider')","(0.9998992409979851, 'Hierarchy')","(0.9998997213752925, 'CodebookUpdate')","(0.9999136896860262, 'MoodleProvider')","(1, 'AnnotatedPDF')"
SentimentAnalysis,"(0.12910685546282352, 'Assessing')","(0.12932810372413073, 'Categorize')","(0.12943175452293343, 'Commenting')","(0.1295146152671539, 'SuggestedLiterature')","(0.13796208115916309, 'Replying')","(0.144373476789037, 'Selector')","(0.41285227413772885, 'Autocomplete')","(0.42968230361963367, 'Classifying')","(0.44286051382991565, 'AnnotationList')","(0.52030613729428, 'MoodleConsumer')","(0.5204393547993144, 'MoodleProvider')","(0.6897498009022308, 'TXT')","(0.7957555091756062, 'Neo4J')","(0.8883976591240003, 'LastAnnotation')","(0.8885832596994355, 'Canvas')","(0.8889698026586635, 'AnnotatedPDF')","(0.898745716868088, 'SidebarNavigation')","(0.8998201295767897, 'TextSummary')","(0.9185816288096071, 'Hypothesis')","(0.9318159819038816, 'Dropbox')","(0.9642154555150663, 'JSON')","(0.9675979213056687, 'DeleteAll')","(0.978302510998369, 'MoodleReport')","(0.9848457706156598, 'ImportAnnotations')","(0.9945908613166599, 'Alphabetical')","(0.9946050677220505, 'URL')","(0.9965214531351394, 'GoogleSheetConsumer')","(0.996766653564105, 'Date')","(0.9975551252697193, 'Number')","(0.997774058743452, 'Export')","(0.997970250786891, 'HTML')","(0.9985733007149539, 'PDF')","(0.9987671174777583, 'Remote')","(0.9989480052594553, 'MoodleComment')","(0.9990509161237284, 'ImportCodebook')","(0.9991703429237785, 'Codebook')","(0.9992327248455686, 'URN')","(0.999261745637889, 'DOI')","(0.9992662346348582, 'ScienceDirect')","(0.9992881512170788, 'Update')","(0.9993111877178209, 'Create')","(0.9993143466259705, 'Delete')","(0.9993602629200796, 'PreviousAssignments')","(0.9993669313204147, 'ExportCodebook')","(0.9993786822939481, 'ACM')","(0.9994061575562055, 'Springer')","(0.9994195758648797, 'BuiltIn')","(0.9994365278986985, 'UserFilter')","(0.9994388569865256, 'Manual')","(0.9994414988625584, 'Multivalued')","(0.9994433292427963, 'AnnotationServer')","(0.9994503751827213, 'BrowserStorage')","(0.9994668473912616, 'CodebookUpdate')","(0.999467505591968, 'GoogleSheetProvider')","(0.9994685489797108, 'MoodleResource')","(0.9994707583044812, 'Hierarchy')","(0.9994748401997327, 'CodebookDelete')","(0.9994853218977661, 'RenameCodebook')","(0.9994988970526573, 'ApplicationBased')","(1, 'SentimentAnalysis')"
Create,"(1.7510616368010545e-07, 'UserFilter')","(0.11503467531517009, 'DeleteAll')","(0.8575578285057144, 'Selector')","(0.8601833743472116, 'Replying')","(0.8623396340833006, 'Autocomplete')","(0.8953924663769759, 'Remote')","(0.9140965704533118, 'SidebarNavigation')","(0.9749675583847552, 'CodebookDelete')","(0.9807326801213163, 'Hierarchy')","(0.9965082018326836, 'URL')","(0.9965248883930141, 'Alphabetical')","(0.9971450660021053, 'Hypothesis')","(0.9980322160531621, 'Date')","(0.9985120724482639, 'Number')","(0.9987137411379478, 'TXT')","(0.9987268268086915, 'Export')","(0.9987940499600163, 'HTML')","(0.999134160514223, 'Assessing')","(0.9992036755316897, 'PDF')","(0.9992658879818939, 'TextSummary')","(0.9992913727541731, 'Canvas')","(0.9993111877178209, 'SentimentAnalysis')","(0.9993496898690265, 'LastAnnotation')","(0.9993497548280054, 'AnnotationList')","(0.9994581953162534, 'MoodleComment')","(0.9994867853291906, 'Dropbox')","(0.9995117045927421, 'Categorize')","(0.9996053249840212, 'JSON')","(0.9996515920425718, 'URN')","(0.9996698403004631, 'Neo4J')","(0.9996724865615152, 'ImportCodebook')","(0.9996815583131382, 'MoodleReport')","(0.9996851481854603, 'Commenting')","(0.9997060157592377, 'DOI')","(0.9997062585194327, 'Classifying')","(0.9997095659681604, 'Codebook')","(0.9997150288552951, 'MoodleConsumer')","(0.9997156062831042, 'ScienceDirect')","(0.9997220751503613, 'ImportAnnotations')","(0.9997407098316037, 'SuggestedLiterature')","(0.9997507340040324, 'ACM')","(0.9997693966353868, 'Springer')","(0.9997700843663524, 'AnnotatedPDF')","(0.9997747613685802, 'PreviousAssignments')","(0.999785493394746, 'ExportCodebook')","(0.9998039234647451, 'BrowserStorage')","(0.9998060652649229, 'BuiltIn')","(0.9998066251052968, 'Multivalued')","(0.9998117761340427, 'MoodleResource')","(0.9998150691634825, 'AnnotationServer')","(0.9998171651292369, 'Manual')","(0.9998231691694747, 'RenameCodebook')","(0.9998278901072298, 'GoogleSheetProvider')","(0.9998283199511497, 'CodebookUpdate')","(0.9998296901267009, 'GoogleSheetConsumer')","(0.999832390117604, 'ApplicationBased')","(0.9998489378846168, 'MoodleProvider')","(1, 'Create')","(1, 'Delete')","(1, 'Update')"
GoogleSheetConsumer,"(0.0056415176467565775, 'GoogleSheetProvider')","(0.9647457668647539, 'DOI')","(0.9664116575514976, 'Hierarchy')","(0.9724075411573873, 'Hypothesis')","(0.9726196601045491, 'LastAnnotation')","(0.9726393751499878, 'Canvas')","(0.973037184101303, 'AnnotatedPDF')","(0.9754357073087935, 'TextSummary')","(0.9767824365556451, 'AnnotationList')","(0.9912792368814007, 'JSON')","(0.9921675346359881, 'DeleteAll')","(0.9932191206314354, 'Dropbox')","(0.9948003628243456, 'MoodleReport')","(0.996378749832548, 'ImportAnnotations')","(0.9965214531351394, 'SentimentAnalysis')","(0.9965683204951479, 'URL')","(0.9966052791051632, 'Alphabetical')","(0.9981653567544309, 'Date')","(0.9986127459586834, 'Number')","(0.9988818333185179, 'Export')","(0.998900428166808, 'HTML')","(0.99896594429091, 'TXT')","(0.9992474188404216, 'Assessing')","(0.9993183399919164, 'PDF')","(0.9995772983287552, 'Remote')","(0.9995780078844803, 'MoodleComment')","(0.9996325994276449, 'Categorize')","(0.9997228142725827, 'Autocomplete')","(0.9997753161243262, 'URN')","(0.9998095509273782, 'Commenting')","(0.9998137260615673, 'Update')","(0.9998296901267009, 'Create')","(0.9998318792182428, 'Delete')","(0.9998400359163506, 'MoodleConsumer')","(0.9998506705413488, 'Neo4J')","(0.9998676650094764, 'SuggestedLiterature')","(0.9998718501208279, 'ScienceDirect')","(0.9998764631735197, 'ACM')","(0.9998797047082416, 'Selector')","(0.9998847701190102, 'Classifying')","(0.9998955032386474, 'Springer')","(0.9999059243729602, 'ImportCodebook')","(0.9999104175878414, 'Codebook')","(0.9999148342688691, 'Replying')","(0.9999165495576385, 'UserFilter')","(0.9999172576937172, 'SidebarNavigation')","(0.9999286335478415, 'PreviousAssignments')","(0.9999341283765213, 'BrowserStorage')","(0.9999387398137393, 'MoodleResource')","(0.9999434932859373, 'Multivalued')","(0.9999442774426633, 'ExportCodebook')","(0.999950363258225, 'RenameCodebook')","(0.9999506361220192, 'CodebookDelete')","(0.9999537699110866, 'BuiltIn')","(0.99995755855389, 'AnnotationServer')","(0.9999597706872183, 'ApplicationBased')","(0.9999635827729667, 'Manual')","(0.9999690154901835, 'CodebookUpdate')","(0.9999766531084798, 'MoodleProvider')","(1, 'GoogleSheetConsumer')"
CodebookUpdate,"(0.007346765426703761, 'Hierarchy')","(0.009049045243310183, 'Multivalued')","(0.016240347652142773, 'SidebarNavigation')","(0.09497416838960837, 'Date')","(0.24856011488955265, 'Classifying')","(0.3495354516884931, 'Autocomplete')","(0.42843548167939427, 'Codebook')","(0.45840182248018435, 'Export')","(0.5829413590739063, 'MoodleReport')","(0.7272379991910116, 'Remote')","(0.7424505292037797, 'ImportCodebook')","(0.8060068502882958, 'ExportCodebook')","(0.8161047517208924, 'ImportAnnotations')","(0.8824839100515807, 'Selector')","(0.8852388958359302, 'BuiltIn')","(0.8916253770648134, 'RenameCodebook')","(0.8916594147958443, 'CodebookDelete')","(0.8922586637599349, 'Manual')","(0.9599165141325514, 'DeleteAll')","(0.9804711723849169, 'TXT')","(0.9878530854880929, 'Neo4J')","(0.9963273428358855, 'URL')","(0.996368715194174, 'Alphabetical')","(0.9977260990532036, 'PreviousAssignments')","(0.9985219695323687, 'Number')","(0.99883078719802, 'HTML')","(0.999203270550889, 'Assessing')","(0.9992794021234276, 'PDF')","(0.9993858233284101, 'Canvas')","(0.9994211030765925, 'TextSummary')","(0.9994393142332381, 'LastAnnotation')","(0.9994668473912616, 'SentimentAnalysis')","(0.9994966990009647, 'AnnotationList')","(0.9995581472228451, 'MoodleComment')","(0.9996167494775346, 'Categorize')","(0.9996804624917702, 'Dropbox')","(0.9997593687718017, 'JSON')","(0.9997699512250032, 'URN')","(0.99980670117473, 'Commenting')","(0.999811183045705, 'Update')","(0.9998283199511497, 'Create')","(0.9998306698695005, 'Delete')","(0.9998394258202609, 'MoodleConsumer')","(0.9998599975454259, 'DOI')","(0.9998692064871667, 'SuggestedLiterature')","(0.9998762378159015, 'ScienceDirect')","(0.9998785292970699, 'ACM')","(0.9998989681879739, 'Springer')","(0.9998997213752925, 'AnnotatedPDF')","(0.9999211657372297, 'Replying')","(0.9999215607269569, 'UserFilter')","(0.9999407207120782, 'BrowserStorage')","(0.9999453812449767, 'MoodleResource')","(0.9999551498792507, 'Hypothesis')","(0.9999668997180955, 'AnnotationServer')","(0.9999679572032346, 'ApplicationBased')","(0.9999690154901835, 'GoogleSheetConsumer')","(0.9999777828472941, 'GoogleSheetProvider')","(0.9999860799328774, 'MoodleProvider')","(1, 'CodebookUpdate')"
