QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
CodebookDelete,"(0.008377044313712091, 'RenameCodebook')","(0.05610312731093009, 'Manual')","(0.0864345363549977, 'ExportCodebook')","(0.34013546206446177, 'DeleteAll')","(0.34260233010192453, 'ImportCodebook')","(0.5282656953676756, 'CodebookUpdate')","(0.5490878377015392, 'TXT')","(0.5533861725556418, 'Neo4J')","(0.6135445530642331, 'Codebook')","(0.6331714186908404, 'Update')","(0.6332911663967161, 'Create')","(0.6333081228488577, 'Delete')","(0.6341280417942021, 'UserFilter')","(0.6489803955030086, 'PreviousAssignments')","(0.6584801071063924, 'Replying')","(0.6589684713558632, 'Selector')","(0.6620409865226786, 'Remote')","(0.6632813883872966, 'Autocomplete')","(0.6642890782818895, 'SidebarNavigation')","(0.674941926573364, 'URL')","(0.6764420573164855, 'Alphabetical')","(0.6779858057643522, 'Hierarchy')","(0.6824574288846011, 'Date')","(0.6825288124922573, 'Number')","(0.6839099977214516, 'HTML')","(0.685371616082179, 'Export')","(0.6857735013328169, 'Assessing')","(0.6861907658099915, 'PDF')","(0.6869704508944112, 'Canvas')","(0.6871236381254437, 'LastAnnotation')","(0.6878821515626781, 'MoodleComment')","(0.6879616517211008, 'TextSummary')","(0.6882473838887202, 'SentimentAnalysis')","(0.6882491231866456, 'Hypothesis')","(0.688284362023162, 'Categorize')","(0.6883209136129828, 'AnnotationList')","(0.6894052405510802, 'Dropbox')","(0.6894737236479268, 'URN')","(0.689736008732453, 'JSON')","(0.6898055026798369, 'Commenting')","(0.6901260679206146, 'MoodleConsumer')","(0.6902994749692257, 'DOI')","(0.6903992510139766, 'SuggestedLiterature')","(0.6905538695213123, 'ACM')","(0.6906287660005371, 'ScienceDirect')","(0.6908058801382311, 'Springer')","(0.6908156635770781, 'AnnotatedPDF')","(0.6908289171575523, 'ImportAnnotations')","(0.6908613578475159, 'MoodleReport')","(0.6910334976375021, 'Classifying')","(0.6913702510551379, 'BrowserStorage')","(0.691513386560637, 'MoodleResource')","(0.6915958857781228, 'Multivalued')","(0.6918053749060465, 'BuiltIn')","(0.6919600320706376, 'AnnotationServer')","(0.6919632509893233, 'GoogleSheetConsumer')","(0.6920070201971726, 'ApplicationBased')","(0.6922590556279349, 'GoogleSheetProvider')","(0.6926560133523123, 'MoodleProvider')","(1, 'CodebookDelete')"
MoodleComment,"(0.003966134998663238, 'MoodleResource')","(0.16531441860789112, 'MoodleReport')","(0.4400654987102855, 'PreviousAssignments')","(0.5093386233249699, 'Autocomplete')","(0.5547768232987895, 'Multivalued')","(0.5742878221917989, 'Remote')","(0.631313848123668, 'TextSummary')","(0.6533630214300213, 'URL')","(0.6548499742803697, 'Alphabetical')","(0.6643079700641658, 'Date')","(0.6652593379544247, 'Number')","(0.6678735673899805, 'HTML')","(0.6700107928620755, 'Export')","(0.6703979976663991, 'TXT')","(0.6717835515176247, 'Assessing')","(0.6727344107465728, 'PDF')","(0.67390253818926, 'Canvas')","(0.6749817273962238, 'LastAnnotation')","(0.6762982323916176, 'SentimentAnalysis')","(0.677226056870948, 'AnnotationList')","(0.6780484513770751, 'Categorize')","(0.6782028905648382, 'Dropbox')","(0.6814498961770958, 'JSON')","(0.6815405932980944, 'URN')","(0.681552208324671, 'DOI')","(0.682575035515245, 'Commenting')","(0.6827085816719844, 'Update')","(0.6827353644663334, 'DeleteAll')","(0.6830780388466994, 'Hypothesis')","(0.683236148410769, 'Create')","(0.683310713754521, 'Delete')","(0.6834229548718276, 'Neo4J')","(0.6835742382847592, 'ScienceDirect')","(0.6835936243615941, 'MoodleConsumer')","(0.6838447875547817, 'Selector')","(0.6839676025411385, 'SuggestedLiterature')","(0.6841481588317229, 'ImportAnnotations')","(0.6847592408003145, 'Codebook')","(0.6848164316184435, 'ImportCodebook')","(0.6849702692555933, 'ACM')","(0.6852510807537586, 'SidebarNavigation')","(0.6855200152744447, 'Classifying')","(0.6857817078938666, 'Springer')","(0.6858130999104161, 'AnnotatedPDF')","(0.6858798970045885, 'ExportCodebook')","(0.6860021456883505, 'Replying')","(0.6867788530119057, 'UserFilter')","(0.6868908859508276, 'BrowserStorage')","(0.6870518566950199, 'Manual')","(0.6871489443169354, 'BuiltIn')","(0.6873078377311306, 'Hierarchy')","(0.6878821515626781, 'CodebookDelete')","(0.6883301084165697, 'AnnotationServer')","(0.6885509554947669, 'GoogleSheetConsumer')","(0.6887192081750465, 'RenameCodebook')","(0.6890794871909758, 'GoogleSheetProvider')","(0.6891748905388335, 'CodebookUpdate')","(0.6893818931144742, 'ApplicationBased')","(0.6908815215808263, 'MoodleProvider')","(1, 'MoodleComment')"
SidebarNavigation,"(0.06623401137736545, 'Hierarchy')","(0.08500861473072258, 'Multivalued')","(0.09336729631082069, 'CodebookUpdate')","(0.10573918980934227, 'Classifying')","(0.17079937971770165, 'Autocomplete')","(0.17607863850144584, 'Date')","(0.3082834897153634, 'Export')","(0.3236172000093148, 'Selector')","(0.32690470781760067, 'Codebook')","(0.37742036912703264, 'MoodleReport')","(0.3912019097938647, 'Remote')","(0.46935983528428304, 'Replying')","(0.4873840077477901, 'ImportAnnotations')","(0.5219386685739126, 'Assessing')","(0.5235522020405655, 'ImportCodebook')","(0.5241107839904446, 'Categorize')","(0.5256157864827614, 'Commenting')","(0.526726006678607, 'SuggestedLiterature')","(0.533530433425425, 'BuiltIn')","(0.5475081116446048, 'SentimentAnalysis')","(0.5576326403250801, 'Update')","(0.5578207934973713, 'Create')","(0.5578474401117433, 'Delete')","(0.559128157718154, 'UserFilter')","(0.5667868159478628, 'AnnotationList')","(0.5676916018836369, 'ExportCodebook')","(0.577121611625697, 'DeleteAll')","(0.6444755606094728, 'TXT')","(0.6472779988335585, 'Hypothesis')","(0.6642890782818895, 'CodebookDelete')","(0.6651079765868138, 'URL')","(0.66742828265891, 'Alphabetical')","(0.6769028126823691, 'Number')","(0.6790537316389145, 'HTML')","(0.6826096132488435, 'PDF')","(0.683815612686024, 'Canvas')","(0.6840659629968937, 'LastAnnotation')","(0.6852510807537586, 'MoodleComment')","(0.685330670731306, 'TextSummary')","(0.6875786048691475, 'Dropbox')","(0.6877392664686646, 'URN')","(0.688133228761214, 'JSON')","(0.688757037877392, 'MoodleConsumer')","(0.6889776651889064, 'DOI')","(0.6894214283413562, 'ACM')","(0.6894752812110561, 'Neo4J')","(0.6895053337141926, 'ScienceDirect')","(0.6898105917750488, 'Springer')","(0.6898256537708143, 'AnnotatedPDF')","(0.6906304232638518, 'PreviousAssignments')","(0.6906549311168928, 'BrowserStorage')","(0.6908856603635191, 'MoodleResource')","(0.6912565823054644, 'RenameCodebook')","(0.691490370121483, 'Manual')","(0.6915104098757656, 'AnnotationServer')","(0.6915211198972687, 'GoogleSheetConsumer')","(0.6916068454534487, 'ApplicationBased')","(0.6919241092737025, 'GoogleSheetProvider')","(0.6924849114258611, 'MoodleProvider')","(1, 'SidebarNavigation')"
MoodleProvider,"(0.0019389021390994363, 'MoodleConsumer')","(0.3247054688580341, 'SentimentAnalysis')","(0.34531439628677335, 'Neo4J')","(0.40007306797300124, 'TXT')","(0.5884118269321464, 'Dropbox')","(0.5944788208686096, 'Hypothesis')","(0.6825955614659354, 'URL')","(0.6836589015345808, 'Alphabetical')","(0.6876600789458032, 'Date')","(0.6876702385846019, 'Number')","(0.6885406956152307, 'HTML')","(0.6894719374337517, 'Export')","(0.6896752532262584, 'Assessing')","(0.6899215616527821, 'PDF')","(0.6904011288725174, 'Canvas')","(0.6904595012516448, 'LastAnnotation')","(0.6908815215808263, 'MoodleComment')","(0.6910347065300632, 'TextSummary')","(0.6910985816399167, 'Categorize')","(0.691153791601367, 'AnnotationList')","(0.6913401616742161, 'Remote')","(0.6917059085631087, 'URN')","(0.6918632458756542, 'JSON')","(0.6918640261605167, 'Commenting')","(0.6918837815767592, 'Update')","(0.6919604176454, 'Create')","(0.6919710719528668, 'Delete')","(0.6920308439021268, 'Autocomplete')","(0.6921495748388742, 'SuggestedLiterature')","(0.6921767924658189, 'DOI')","(0.692197658378952, 'ACM')","(0.6921977156037797, 'DeleteAll')","(0.6922800163354865, 'ScienceDirect')","(0.6923018655594471, 'Springer')","(0.6923058217975984, 'AnnotatedPDF')","(0.6923176102035233, 'Selector')","(0.6923616552223919, 'ImportAnnotations')","(0.6923766610184495, 'MoodleReport')","(0.6924194547825994, 'Classifying')","(0.6924251994502897, 'UserFilter')","(0.6924605888110948, 'Replying')","(0.6924849114258611, 'SidebarNavigation')","(0.6925372298291335, 'BrowserStorage')","(0.692557350301328, 'Codebook')","(0.6925588259986346, 'PreviousAssignments')","(0.6925703794299164, 'MoodleResource')","(0.6925949105888948, 'ImportCodebook')","(0.6926199159167948, 'Multivalued')","(0.6926543807387906, 'ExportCodebook')","(0.6926560133523123, 'CodebookDelete')","(0.6926575495867531, 'RenameCodebook')","(0.6927104851592866, 'BuiltIn')","(0.6927388277046753, 'ApplicationBased')","(0.6927412291573906, 'GoogleSheetConsumer')","(0.6927438070787713, 'AnnotationServer')","(0.6927828462818044, 'Manual')","(0.6928086928523621, 'Hierarchy')","(0.692842915273701, 'GoogleSheetProvider')","(0.6928586057024335, 'CodebookUpdate')","(1, 'MoodleProvider')"
ImportAnnotations,"(0.06542640310716669, 'JSON')","(0.07387179236132607, 'Export')","(0.2364434733271468, 'ImportCodebook')","(0.39401701476610995, 'Codebook')","(0.4397448511847601, 'ExportCodebook')","(0.4651454153904926, 'TextSummary')","(0.4772415253783703, 'MoodleReport')","(0.4809227822897556, 'Multivalued')","(0.4820716344103052, 'Hierarchy')","(0.4836510885750318, 'CodebookUpdate')","(0.4873840077477901, 'SidebarNavigation')","(0.48917294613518336, 'Alphabetical')","(0.4919944753426237, 'Date')","(0.5156666388775692, 'Classifying')","(0.517097139673101, 'LastAnnotation')","(0.5201474307431206, 'Canvas')","(0.5214498726102214, 'AnnotatedPDF')","(0.5230926841029249, 'BuiltIn')","(0.5413233716547396, 'AnnotationList')","(0.5414101463616855, 'Autocomplete')","(0.5719626652322629, 'Remote')","(0.5964102075111761, 'DeleteAll')","(0.6030718735373957, 'Dropbox')","(0.6096753433579185, 'Selector')","(0.6259974942538615, 'SentimentAnalysis')","(0.6592358736862282, 'GoogleSheetConsumer')","(0.6624136809731266, 'URL')","(0.6750551809932599, 'Number')","(0.6773768548965846, 'HTML')","(0.6805306763046797, 'Assessing')","(0.6812415097060367, 'PDF')","(0.6823734003586583, 'TXT')","(0.6841481588317229, 'MoodleComment')","(0.6848468727401917, 'Categorize')","(0.686934416416905, 'URN')","(0.6875225975977965, 'Commenting')","(0.6875978024885627, 'Update')","(0.6878935368555887, 'Create')","(0.6879351768835601, 'Delete')","(0.6880928536809119, 'MoodleConsumer')","(0.6882267335642882, 'DOI')","(0.6885449449515992, 'SuggestedLiterature')","(0.6888415585684999, 'Neo4J')","(0.6888553584585615, 'ACM')","(0.6888798320011076, 'ScienceDirect')","(0.6893039680370674, 'Springer')","(0.6898521120002323, 'Replying')","(0.6898589250810865, 'UserFilter')","(0.6900070093050253, 'Hypothesis')","(0.6901838091132324, 'PreviousAssignments')","(0.6902501601918376, 'BrowserStorage')","(0.6905465888584006, 'MoodleResource')","(0.6908289171575523, 'CodebookDelete')","(0.6909740774497919, 'RenameCodebook')","(0.6911375948929825, 'Manual')","(0.6912239847755479, 'AnnotationServer')","(0.691375465279284, 'ApplicationBased')","(0.6916924516513853, 'GoogleSheetProvider')","(0.6923616552223919, 'MoodleProvider')","(1, 'ImportAnnotations')"
Alphabetical,"(0.052227723911023795, 'Number')","(0.3150394327355279, 'Date')","(0.4725057823714989, 'Export')","(0.4874684613565625, 'JSON')","(0.48917294613518336, 'ImportAnnotations')","(0.5227269149662442, 'ImportCodebook')","(0.5551747371069177, 'ExportCodebook')","(0.5813279278910739, 'URL')","(0.5928406593194235, 'Codebook')","(0.599010594801856, 'TextSummary')","(0.6033761886862555, 'Hierarchy')","(0.6232480707935352, 'TXT')","(0.6261280274062253, 'BuiltIn')","(0.6285161617212423, 'HTML')","(0.6404083160482004, 'Assessing')","(0.6431878576524402, 'PDF')","(0.6443625432715254, 'Canvas')","(0.6459718059600709, 'Remote')","(0.6469282849937605, 'Dropbox')","(0.64739564420241, 'SentimentAnalysis')","(0.6490668506322607, 'Autocomplete')","(0.6495484267741528, 'LastAnnotation')","(0.6521800313241666, 'AnnotationList')","(0.6541588830844514, 'Hypothesis')","(0.6548499742803697, 'MoodleComment')","(0.6572281895712795, 'DOI')","(0.6576955669834239, 'Categorize')","(0.6614245221561305, 'DeleteAll')","(0.6632569653995504, 'Neo4J')","(0.6640963566451119, 'ScienceDirect')","(0.6643008735009492, 'MoodleReport')","(0.6645090357111018, 'Selector')","(0.6661296969273713, 'URN')","(0.66742828265891, 'SidebarNavigation')","(0.6684432451649535, 'Commenting')","(0.6687355748754411, 'Update')","(0.6693021236443372, 'Manual')","(0.6694949112657171, 'PreviousAssignments')","(0.6698760794998893, 'Create')","(0.6698817033647093, 'SuggestedLiterature')","(0.6700354248948894, 'Delete')","(0.670234585743551, 'Classifying')","(0.6706358125288918, 'MoodleConsumer')","(0.6718504130377336, 'Replying')","(0.6734618204371285, 'ACM')","(0.6746909051627479, 'Multivalued')","(0.6747118155628302, 'BrowserStorage')","(0.675052371901075, 'Springer')","(0.6751127703118489, 'AnnotatedPDF')","(0.6758554492374554, 'AnnotationServer')","(0.6764420573164855, 'CodebookDelete')","(0.676929034844723, 'UserFilter')","(0.6771593097040276, 'GoogleSheetProvider')","(0.6772588779646549, 'CodebookUpdate')","(0.6774565551930811, 'GoogleSheetConsumer')","(0.6790890273959858, 'MoodleResource')","(0.6803253312201054, 'RenameCodebook')","(0.6814030264511695, 'ApplicationBased')","(0.6836589015345808, 'MoodleProvider')","(1, 'Alphabetical')"
DeleteAll,"(0.17401365741404204, 'Update')","(0.17412759713340423, 'Create')","(0.17414447658236565, 'Delete')","(0.1751573210846934, 'UserFilter')","(0.34013546206446177, 'CodebookDelete')","(0.3880287451280715, 'RenameCodebook')","(0.40315437572959767, 'Manual')","(0.4124428226415311, 'ExportCodebook')","(0.4292356136905422, 'LastAnnotation')","(0.433719071518977, 'AnnotatedPDF')","(0.4347218803068945, 'Canvas')","(0.4704558044543129, 'AnnotationList')","(0.4712764869175453, 'TextSummary')","(0.5046292478967995, 'ImportCodebook')","(0.5273752564459938, 'Replying')","(0.5346144461141353, 'Selector')","(0.5398382179325354, 'JSON')","(0.5709976543518065, 'Remote')","(0.5716138455964574, 'Dropbox')","(0.5748831632066644, 'Autocomplete')","(0.577121611625697, 'SidebarNavigation')","(0.5844375853655319, 'MoodleReport')","(0.5902413036775997, 'CodebookUpdate')","(0.5934531279800572, 'TXT')","(0.5964102075111761, 'ImportAnnotations')","(0.6010330140475223, 'Neo4J')","(0.6067858502879698, 'SentimentAnalysis')","(0.6362536996716006, 'Codebook')","(0.6516932583627748, 'Hierarchy')","(0.6517668174294663, 'GoogleSheetConsumer')","(0.6587961824811385, 'URL')","(0.6590190635518858, 'PreviousAssignments')","(0.6614245221561305, 'Alphabetical')","(0.6723668701010412, 'Date')","(0.672608465198605, 'Number')","(0.6751674540467835, 'HTML')","(0.6777871674783391, 'Export')","(0.6786675257435937, 'Assessing')","(0.6794615080378101, 'PDF')","(0.6827353644663334, 'MoodleComment')","(0.6833544924639261, 'Hypothesis')","(0.6835302968130326, 'Categorize')","(0.6859277596790412, 'URN')","(0.6866095590732975, 'Commenting')","(0.687268365036301, 'DOI')","(0.687272976784072, 'MoodleConsumer')","(0.6877685461796709, 'SuggestedLiterature')","(0.6880923891608239, 'ScienceDirect')","(0.6881629129519657, 'ACM')","(0.6886873222176038, 'Springer')","(0.6890223157029005, 'Classifying')","(0.6897501180535879, 'BrowserStorage')","(0.6901365010013338, 'MoodleResource')","(0.6901769226956376, 'Multivalued')","(0.6904487468820355, 'BuiltIn')","(0.6908585602682908, 'AnnotationServer')","(0.6910914167788593, 'ApplicationBased')","(0.6913888819318261, 'GoogleSheetProvider')","(0.6921977156037797, 'MoodleProvider')","(1, 'DeleteAll')"
Remote,"(0.15905988144773825, 'AnnotationServer')","(0.2264342352508559, 'Hypothesis')","(0.23824811436276028, 'Neo4J')","(0.39066677062871125, 'Multivalued')","(0.3912019097938647, 'SidebarNavigation')","(0.41025472156308024, 'Autocomplete')","(0.4123094963313023, 'Hierarchy')","(0.43672838508309214, 'CodebookUpdate')","(0.4368107656906599, 'MoodleReport')","(0.439444625579659, 'Date')","(0.47757364314593986, 'Classifying')","(0.4891068889135966, 'Export')","(0.5016632889206004, 'ScienceDirect')","(0.5089575607550813, 'Codebook')","(0.5201373907869546, 'DOI')","(0.5235031673435655, 'TXT')","(0.5334469194952063, 'Selector')","(0.5489434337980289, 'GoogleSheetProvider')","(0.551205152335722, 'Update')","(0.5516992826800796, 'Create')","(0.5517690808712491, 'Delete')","(0.5550127079836067, 'UserFilter')","(0.5599792153342528, 'Manual')","(0.5709976543518065, 'DeleteAll')","(0.5719626652322629, 'ImportAnnotations')","(0.5742878221917989, 'MoodleComment')","(0.584910244694859, 'MoodleResource')","(0.5891950411707506, 'ImportCodebook')","(0.5955504000445218, 'BuiltIn')","(0.6116945242687961, 'ExportCodebook')","(0.622954597146823, 'Replying')","(0.6261206141105922, 'PreviousAssignments')","(0.6335686195033885, 'BrowserStorage')","(0.6428148371890601, 'URL')","(0.6459718059600709, 'Alphabetical')","(0.6565159247476953, 'TextSummary')","(0.6614261065357239, 'Number')","(0.6620409865226786, 'CodebookDelete')","(0.6650907571650931, 'HTML')","(0.6702650254512725, 'Assessing')","(0.6714685371295761, 'PDF')","(0.673353698136434, 'Canvas')","(0.674231056135666, 'LastAnnotation')","(0.6767239896965216, 'SentimentAnalysis')","(0.6773906545170809, 'AnnotationList')","(0.6778262122900724, 'Categorize')","(0.679592771470554, 'Dropbox')","(0.6817047731854762, 'URN')","(0.6820368074969339, 'JSON')","(0.682816226522077, 'Commenting')","(0.6838963483024603, 'MoodleConsumer')","(0.6845071346793593, 'SuggestedLiterature')","(0.6853361422767359, 'ACM')","(0.6861753334294587, 'Springer')","(0.6862076716521837, 'AnnotatedPDF')","(0.6891677609126567, 'RenameCodebook')","(0.6892519942186861, 'GoogleSheetConsumer')","(0.689835437630635, 'ApplicationBased')","(0.6913401616742161, 'MoodleProvider')","(1, 'Remote')"
JSON,"(0.06542640310716669, 'ImportAnnotations')","(0.22412402135918302, 'Export')","(0.32213523643957487, 'ImportCodebook')","(0.3516323103032495, 'TextSummary')","(0.373937472125835, 'LastAnnotation')","(0.3783591026956522, 'AnnotatedPDF')","(0.38106549675979484, 'Canvas')","(0.42679749133428035, 'AnnotationList')","(0.4874684613565625, 'Alphabetical')","(0.5064642345065004, 'ExportCodebook')","(0.5398382179325354, 'DeleteAll')","(0.5424790990200361, 'Codebook')","(0.5532793509174737, 'Dropbox')","(0.5688605666131847, 'MoodleReport')","(0.5958867173266377, 'SentimentAnalysis')","(0.6039927076596256, 'BuiltIn')","(0.64766930470809, 'GoogleSheetConsumer')","(0.6602977913983059, 'URL')","(0.6715484996967453, 'Date')","(0.6719569885792134, 'Number')","(0.6742394440023178, 'HTML')","(0.6774706465695314, 'Assessing')","(0.678209384422394, 'TXT')","(0.6782256967584964, 'PDF')","(0.6814498961770958, 'MoodleComment')","(0.6820368074969339, 'Remote')","(0.6822640121704794, 'Categorize')","(0.6846367996971906, 'Autocomplete')","(0.6848048820961812, 'URN')","(0.6855515413797306, 'Commenting')","(0.6856479607300099, 'Update')","(0.6857614689770315, 'DOI')","(0.6860291274441348, 'Create')","(0.6860830475636053, 'Delete')","(0.6862877669068284, 'MoodleConsumer')","(0.6867411754878396, 'SuggestedLiterature')","(0.6868166678494438, 'Neo4J')","(0.6868902542571169, 'ScienceDirect')","(0.6870988031348837, 'Selector')","(0.6872886996522158, 'ACM')","(0.6876134817817661, 'Hypothesis')","(0.6878843254124126, 'Springer')","(0.6880795619264803, 'Classifying')","(0.688133228761214, 'SidebarNavigation')","(0.6883901476505361, 'Replying')","(0.6886248554128951, 'UserFilter')","(0.6886570188980339, 'PreviousAssignments')","(0.6889716589725576, 'BrowserStorage')","(0.6894315537102553, 'Multivalued')","(0.6895415118937416, 'MoodleResource')","(0.6897303259430589, 'Manual')","(0.689736008732453, 'CodebookDelete')","(0.689906866598976, 'Hierarchy')","(0.6901061951393663, 'RenameCodebook')","(0.6901939310515057, 'AnnotationServer')","(0.690629273182617, 'ApplicationBased')","(0.690792427225586, 'GoogleSheetProvider')","(0.6908750616804054, 'CodebookUpdate')","(0.6918632458756542, 'MoodleProvider')","(1, 'JSON')"
ApplicationBased,"(0.05268516227486275, 'BuiltIn')","(0.20954729367869568, 'Codebook')","(0.4034273392439317, 'Hypothesis')","(0.4263498848996275, 'ImportCodebook')","(0.6024014498463592, 'Manual')","(0.6803187192957276, 'URL')","(0.6814030264511695, 'Alphabetical')","(0.6856636880441782, 'Date')","(0.6857155085401125, 'Number')","(0.686672703851158, 'HTML')","(0.6876733176202503, 'Export')","(0.6879512360434747, 'Assessing')","(0.6882355604897168, 'PDF')","(0.688761815804948, 'Canvas')","(0.6887751139071182, 'TXT')","(0.6888688999167525, 'LastAnnotation')","(0.6893818931144742, 'MoodleComment')","(0.6894211530739877, 'TextSummary')","(0.6896198337398294, 'SentimentAnalysis')","(0.6896534277560018, 'Categorize')","(0.6896732978696417, 'AnnotationList')","(0.689835437630635, 'Remote')","(0.6903927868767901, 'Dropbox')","(0.6904564454551386, 'URN')","(0.690629273182617, 'JSON')","(0.6906812398890859, 'Commenting')","(0.6907099746299594, 'Update')","(0.6907402002386126, 'Autocomplete')","(0.6908230052267871, 'Create')","(0.6908389280041478, 'Delete')","(0.690899249891674, 'MoodleConsumer')","(0.6910040385459272, 'DOI')","(0.6910831517419052, 'SuggestedLiterature')","(0.6910914167788593, 'DeleteAll')","(0.6911921418913687, 'ACM')","(0.6912233903945404, 'Neo4J')","(0.6912364296728633, 'ScienceDirect')","(0.6912999639231479, 'Selector')","(0.6913662008836398, 'Springer')","(0.6913729870556445, 'AnnotatedPDF')","(0.691375465279284, 'ImportAnnotations')","(0.6913979030499249, 'MoodleReport')","(0.6915215145276334, 'Classifying')","(0.6915848963596842, 'UserFilter')","(0.6916034248411657, 'Replying')","(0.6916068454534487, 'SidebarNavigation')","(0.6917578985055726, 'PreviousAssignments')","(0.6917608027982207, 'BrowserStorage')","(0.6918648691244109, 'MoodleResource')","(0.6919182995826714, 'ExportCodebook')","(0.6919236803225634, 'Multivalued')","(0.6920070201971726, 'CodebookDelete')","(0.6920471842752985, 'RenameCodebook')","(0.6921940973895093, 'AnnotationServer')","(0.6921959326435386, 'GoogleSheetConsumer')","(0.6922765664250619, 'Hierarchy')","(0.692425147146571, 'GoogleSheetProvider')","(0.6924614590421748, 'CodebookUpdate')","(0.6927388277046753, 'MoodleProvider')","(1, 'ApplicationBased')"
URL,"(0.4273915775681323, 'Dropbox')","(0.5444463440420277, 'ScienceDirect')","(0.5799789716470517, 'TXT')","(0.5813279278910739, 'Alphabetical')","(0.6118967225219559, 'Date')","(0.618156713656782, 'Number')","(0.6217305452833723, 'DOI')","(0.6265641639281679, 'HTML')","(0.629720292244405, 'Export')","(0.6332990184962031, 'Hypothesis')","(0.6359458086362357, 'TextSummary')","(0.638662089266054, 'Assessing')","(0.6414914665758682, 'PDF')","(0.6422351576035842, 'Canvas')","(0.6428148371890601, 'Remote')","(0.6428999783231943, 'SuggestedLiterature')","(0.6446481664250103, 'SentimentAnalysis')","(0.6452638829878601, 'Autocomplete')","(0.6479666862647316, 'LastAnnotation')","(0.6499795653571794, 'AnnotationList')","(0.6533630214300213, 'MoodleComment')","(0.6562586463972475, 'Categorize')","(0.6584339687461366, 'ImportCodebook')","(0.6587961824811385, 'DeleteAll')","(0.6598317252775007, 'Codebook')","(0.6602977913983059, 'JSON')","(0.6607425696380336, 'Neo4J')","(0.6617390562928178, 'MoodleReport')","(0.6620923778964811, 'Selector')","(0.6624136809731266, 'ImportAnnotations')","(0.6637708039426943, 'ExportCodebook')","(0.6648348003814067, 'URN')","(0.6651079765868138, 'SidebarNavigation')","(0.6668730717357647, 'Manual')","(0.6671850049647118, 'Commenting')","(0.6673253354600861, 'PreviousAssignments')","(0.6674818774635518, 'Update')","(0.6678094741043887, 'Hierarchy')","(0.6682938639554983, 'Classifying')","(0.6686398993761309, 'Create')","(0.6687744454056115, 'BuiltIn')","(0.6688016652028906, 'Delete')","(0.6694111108156255, 'MoodleConsumer')","(0.6700627204280214, 'Replying')","(0.6722783383534825, 'ACM')","(0.673008355085207, 'Multivalued')","(0.673184342640474, 'BrowserStorage')","(0.6738909438132685, 'Springer')","(0.6739521617239794, 'AnnotatedPDF')","(0.6741242625466057, 'AnnotationServer')","(0.674941926573364, 'CodebookDelete')","(0.6754671466992499, 'GoogleSheetProvider')","(0.6755604266091293, 'CodebookUpdate')","(0.6757924011301191, 'UserFilter')","(0.6759558427878425, 'GoogleSheetConsumer')","(0.6779790188772523, 'MoodleResource')","(0.6792294706322535, 'RenameCodebook')","(0.6803187192957276, 'ApplicationBased')","(0.6825955614659354, 'MoodleProvider')","(1, 'URL')"
URN,"(0.31442417135652123, 'TXT')","(0.34049112351964583, 'TextSummary')","(0.5776099873451763, 'Dropbox')","(0.6648348003814067, 'URL')","(0.6661296969273713, 'Alphabetical')","(0.6730497144110759, 'Date')","(0.6735459069473431, 'Number')","(0.675368795192851, 'HTML')","(0.6770074232068848, 'Export')","(0.6780478644802819, 'Assessing')","(0.6786929989614798, 'PDF')","(0.6796088728554923, 'Canvas')","(0.6802122531011855, 'LastAnnotation')","(0.6814058273196524, 'SentimentAnalysis')","(0.6815405932980944, 'MoodleComment')","(0.6817047731854762, 'Remote')","(0.6819018979623201, 'AnnotationList')","(0.6822848072569516, 'Categorize')","(0.684041631896017, 'Autocomplete')","(0.6848048820961812, 'JSON')","(0.6852425723535324, 'DOI')","(0.6853947873910908, 'Commenting')","(0.6854884096574364, 'Update')","(0.6858597445552512, 'Create')","(0.6859124287045789, 'Delete')","(0.6859277596790412, 'DeleteAll')","(0.6861127959494542, 'MoodleConsumer')","(0.6864077722281582, 'Neo4J')","(0.6864898115109386, 'SuggestedLiterature')","(0.6864923863027383, 'ScienceDirect')","(0.6866976992419259, 'Selector')","(0.6868710014307675, 'Hypothesis')","(0.686934416416905, 'ImportAnnotations')","(0.6869670669846442, 'MoodleReport')","(0.6870997591246835, 'ACM')","(0.6876255119743029, 'Codebook')","(0.6876922601560563, 'Springer')","(0.6877153634706863, 'AnnotatedPDF')","(0.6877392664686646, 'SidebarNavigation')","(0.6877425973856943, 'ImportCodebook')","(0.6877655323563541, 'Classifying')","(0.688091635033427, 'Replying')","(0.6882809639243102, 'PreviousAssignments')","(0.6884084615268695, 'ExportCodebook')","(0.6884334239614289, 'UserFilter')","(0.6887016186645634, 'BrowserStorage')","(0.6891483423507763, 'Multivalued')","(0.6892094159191524, 'BuiltIn')","(0.6892959360949691, 'Manual')","(0.6893563193284201, 'MoodleResource')","(0.6894737236479268, 'CodebookDelete')","(0.6894817100900235, 'Hierarchy')","(0.6899126272540772, 'AnnotationServer')","(0.6899269714561672, 'RenameCodebook')","(0.690014348838826, 'GoogleSheetConsumer')","(0.6904564454551386, 'ApplicationBased')","(0.690520960270582, 'GoogleSheetProvider')","(0.6906038203658686, 'CodebookUpdate')","(0.6917059085631087, 'MoodleProvider')","(1, 'URN')"
