QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Export,"(0.07387179236132607, 'ImportAnnotations')","(0.22412402135918302, 'JSON')","(0.22644603034351118, 'ImportCodebook')","(0.29337860952549294, 'Codebook')","(0.2943852941466587, 'Multivalued')","(0.2948287459063676, 'Hierarchy')","(0.30047305704529387, 'CodebookUpdate')","(0.3082834897153634, 'SidebarNavigation')","(0.3171638053008205, 'Date')","(0.3748143045739164, 'Classifying')","(0.4197025187712718, 'ExportCodebook')","(0.42640356886129627, 'Autocomplete')","(0.45783398771124384, 'MoodleReport')","(0.4725057823714989, 'Alphabetical')","(0.48465756516853575, 'BuiltIn')","(0.4891068889135966, 'Remote')","(0.5632103531251906, 'Selector')","(0.5948136445356987, 'TextSummary')","(0.629720292244405, 'URL')","(0.6505843931042493, 'Number')","(0.6550698486332998, 'HTML')","(0.6582891135852769, 'TXT')","(0.6616501454613472, 'Assessing')","(0.6632212634788037, 'PDF')","(0.6649457141115308, 'Canvas')","(0.6668797861969851, 'LastAnnotation')","(0.6684204732103018, 'SentimentAnalysis')","(0.6700107928620755, 'MoodleComment')","(0.670107874031697, 'AnnotationList')","(0.6707103549161333, 'Dropbox')","(0.6717282498340602, 'Categorize')","(0.675839440547487, 'DOI')","(0.6769162293212366, 'Hypothesis')","(0.6770074232068848, 'URN')","(0.6777871674783391, 'DeleteAll')","(0.6785149728467756, 'Commenting')","(0.6787075879016367, 'Update')","(0.6787865604331365, 'Neo4J')","(0.6790604429218572, 'ScienceDirect')","(0.6794639011335865, 'Create')","(0.6795701985560725, 'Delete')","(0.6799721398445709, 'MoodleConsumer')","(0.6802748822650772, 'SuggestedLiterature')","(0.6818963976918658, 'ACM')","(0.6823994353190364, 'PreviousAssignments')","(0.6827733966161008, 'Replying')","(0.6830051913632686, 'Springer')","(0.6830476957938945, 'AnnotatedPDF')","(0.6833579389983371, 'Manual')","(0.6841027498715527, 'BrowserStorage')","(0.6843406573526922, 'UserFilter')","(0.685371616082179, 'CodebookDelete')","(0.6857407239814715, 'AnnotationServer')","(0.6859198260603578, 'MoodleResource')","(0.686192900516168, 'GoogleSheetConsumer')","(0.6866706287492438, 'GoogleSheetProvider')","(0.6868475758912154, 'RenameCodebook')","(0.6876733176202503, 'ApplicationBased')","(0.6894719374337517, 'MoodleProvider')","(1, 'Export')"
BrowserStorage,"(0.4527456315283571, 'AnnotationServer')","(0.6151683750983964, 'DOI')","(0.6335686195033885, 'Remote')","(0.6363995421218213, 'Neo4J')","(0.6366245837646958, 'Hypothesis')","(0.6549286051891883, 'ScienceDirect')","(0.6549778200754075, 'TXT')","(0.6612048450310131, 'GoogleSheetProvider')","(0.6623246519541581, 'Manual')","(0.673184342640474, 'URL')","(0.6747118155628302, 'Alphabetical')","(0.6809962552989285, 'Date')","(0.6811069388285022, 'Number')","(0.6825734675460529, 'HTML')","(0.6841027498715527, 'Export')","(0.6845750408492757, 'Assessing')","(0.6850280763426987, 'PDF')","(0.6858508062671194, 'Canvas')","(0.686049513123799, 'LastAnnotation')","(0.6868621601606995, 'TextSummary')","(0.6868908859508276, 'MoodleComment')","(0.687230865938239, 'SentimentAnalysis')","(0.687341948036305, 'Categorize')","(0.6873445187174536, 'AnnotationList')","(0.6884938206215327, 'Dropbox')","(0.6887016186645634, 'URN')","(0.6889716589725576, 'JSON')","(0.6890893347008453, 'Commenting')","(0.6890902714324345, 'Autocomplete')","(0.6891391067990591, 'Update')","(0.6893353240857094, 'Create')","(0.6893630188153075, 'Delete')","(0.6894680496057881, 'MoodleConsumer')","(0.6897501180535879, 'DeleteAll')","(0.6897732238319536, 'SuggestedLiterature')","(0.6899800812984418, 'ACM')","(0.6901192380539632, 'Selector')","(0.6902501601918376, 'ImportAnnotations')","(0.6902852448122858, 'Springer')","(0.6902866962980543, 'MoodleReport')","(0.6902971420779873, 'AnnotatedPDF')","(0.6905276824897226, 'Classifying')","(0.6906549311168928, 'SidebarNavigation')","(0.6906680369288054, 'UserFilter')","(0.6906735921685885, 'Replying')","(0.6907903117408727, 'Codebook')","(0.6909004608109892, 'ImportCodebook')","(0.6909182687872002, 'PreviousAssignments')","(0.691153145873608, 'MoodleResource')","(0.6911614374348176, 'ExportCodebook')","(0.6912252325777548, 'Multivalued')","(0.6913702510551379, 'CodebookDelete')","(0.6914524960186381, 'BuiltIn')","(0.6914627459275353, 'RenameCodebook')","(0.6916804431376296, 'GoogleSheetConsumer')","(0.6917404759234027, 'Hierarchy')","(0.6917608027982207, 'ApplicationBased')","(0.6920862593392251, 'CodebookUpdate')","(0.6925372298291335, 'MoodleProvider')","(1, 'BrowserStorage')"
Dropbox,"(0.15338314327247116, 'ScienceDirect')","(0.17231985747850023, 'ACM')","(0.17280360757055205, 'Springer')","(0.18957691350041017, 'DOI')","(0.22108105853233986, 'PreviousAssignments')","(0.3397528577837343, 'TextSummary')","(0.35909872350243977, 'Canvas')","(0.4273915775681323, 'URL')","(0.457982884065515, 'LastAnnotation')","(0.4665225903831692, 'AnnotatedPDF')","(0.49336513460329545, 'AnnotationList')","(0.5056331512081683, 'TXT')","(0.5191105840824565, 'Autocomplete')","(0.5346304376701323, 'SentimentAnalysis')","(0.5532793509174737, 'JSON')","(0.5716138455964574, 'DeleteAll')","(0.5776099873451763, 'URN')","(0.5821506154486766, 'MoodleConsumer')","(0.5884118269321464, 'MoodleProvider')","(0.5926800951971752, 'MoodleReport')","(0.6030718735373957, 'ImportAnnotations')","(0.6131759942805033, 'Neo4J')","(0.6390222061488016, 'Hypothesis')","(0.6469282849937605, 'Alphabetical')","(0.6536599298549401, 'GoogleSheetConsumer')","(0.662708115948997, 'Date')","(0.6631372923471017, 'Number')","(0.6661122712243864, 'SuggestedLiterature')","(0.6669022210269084, 'HTML')","(0.6672583358588605, 'Manual')","(0.6707103549161333, 'Export')","(0.672099603254796, 'Assessing')","(0.6732861880755734, 'PDF')","(0.6782028905648382, 'MoodleComment')","(0.6794002245257907, 'Categorize')","(0.679592771470554, 'Remote')","(0.6840206856397277, 'Commenting')","(0.684150614722019, 'Update')","(0.6846609782902665, 'Create')","(0.6847327504635994, 'Delete')","(0.6863010029253442, 'Selector')","(0.6874352228351833, 'Classifying')","(0.6875786048691475, 'SidebarNavigation')","(0.6876615743211244, 'Codebook')","(0.6878055377417782, 'Replying')","(0.6878455428824835, 'ImportCodebook')","(0.6879940696018085, 'UserFilter')","(0.6884938206215327, 'BrowserStorage')","(0.6885242740012838, 'ExportCodebook')","(0.6890565807540234, 'Multivalued')","(0.6891104144626033, 'MoodleResource')","(0.6893036146230183, 'BuiltIn')","(0.6894052405510802, 'CodebookDelete')","(0.6897077097482447, 'Hierarchy')","(0.6897819649242803, 'RenameCodebook')","(0.6899525929876936, 'AnnotationServer')","(0.6903927868767901, 'ApplicationBased')","(0.6906342175736876, 'GoogleSheetProvider')","(0.6907274802187338, 'CodebookUpdate')","(1, 'Dropbox')"
BuiltIn,"(0.05268516227486275, 'ApplicationBased')","(0.07792872077680835, 'Codebook')","(0.29607678845312246, 'ImportCodebook')","(0.4187474831316369, 'Hypothesis')","(0.48465756516853575, 'Export')","(0.5230926841029249, 'ImportAnnotations')","(0.528761718001943, 'Multivalued')","(0.5296087238481428, 'Hierarchy')","(0.530571639697718, 'CodebookUpdate')","(0.533530433425425, 'SidebarNavigation')","(0.5366683780980873, 'Date')","(0.5537504214707709, 'Classifying')","(0.5728674804871233, 'Autocomplete')","(0.5822392335120758, 'MoodleReport')","(0.5847297447058979, 'ExportCodebook')","(0.5955504000445218, 'Remote')","(0.6039927076596256, 'JSON')","(0.6056112178089472, 'Manual')","(0.6238935103339598, 'Selector')","(0.6261280274062253, 'Alphabetical')","(0.659379705470919, 'TextSummary')","(0.6687744454056115, 'URL')","(0.6797157550943482, 'Number')","(0.6816734057900908, 'HTML')","(0.6842798883281758, 'Assessing')","(0.6848559816472923, 'PDF')","(0.6859657502610541, 'Canvas')","(0.6861303210771318, 'LastAnnotation')","(0.6862514152344454, 'TXT')","(0.6871489443169354, 'MoodleComment')","(0.6876809492405822, 'Categorize')","(0.6877314405459154, 'SentimentAnalysis')","(0.6877839983006832, 'AnnotationList')","(0.6892094159191524, 'URN')","(0.6893036146230183, 'Dropbox')","(0.6896203821240589, 'Commenting')","(0.6896722228781009, 'Update')","(0.6898744767908438, 'Create')","(0.6899027466913425, 'Delete')","(0.6900093243401502, 'MoodleConsumer')","(0.6903569431067134, 'DOI')","(0.6903622396216953, 'SuggestedLiterature')","(0.6904487468820355, 'DeleteAll')","(0.6905140535192651, 'ACM')","(0.6906645590754645, 'Neo4J')","(0.6906817414867025, 'ScienceDirect')","(0.6908027627923171, 'Springer')","(0.6908138326765487, 'AnnotatedPDF')","(0.6911519847494068, 'UserFilter')","(0.6912230459540443, 'Replying')","(0.6914524960186381, 'BrowserStorage')","(0.6914857097556137, 'PreviousAssignments')","(0.6915748226483058, 'MoodleResource')","(0.6918053749060465, 'CodebookDelete')","(0.6918346106897091, 'RenameCodebook')","(0.6920608165919555, 'GoogleSheetConsumer')","(0.6920630066591282, 'AnnotationServer')","(0.6923555902808878, 'GoogleSheetProvider')","(0.6927104851592866, 'MoodleProvider')","(1, 'BuiltIn')"
Classifying,"(0.10573918980934227, 'SidebarNavigation')","(0.11903611735688291, 'Autocomplete')","(0.14538110032169388, 'Selector')","(0.21215753962000317, 'Multivalued')","(0.2145023279440776, 'Hierarchy')","(0.21839602143780096, 'CodebookUpdate')","(0.23431871642012603, 'Commenting')","(0.23434841684739582, 'Categorize')","(0.23550244597196707, 'Assessing')","(0.23647021778356425, 'SuggestedLiterature')","(0.2595616858522709, 'Replying')","(0.2763235119174522, 'Date')","(0.3273157123120499, 'SentimentAnalysis')","(0.3748143045739164, 'Export')","(0.38974940640379674, 'Codebook')","(0.3975710695670872, 'AnnotationList')","(0.42848818518364945, 'MoodleReport')","(0.47757364314593986, 'Remote')","(0.5156666388775692, 'ImportAnnotations')","(0.5453355121379639, 'ImportCodebook')","(0.5537504214707709, 'BuiltIn')","(0.5822333006566313, 'ExportCodebook')","(0.6170699187595691, 'TXT')","(0.6245630002948201, 'Hypothesis')","(0.6682938639554983, 'URL')","(0.670234585743551, 'Alphabetical')","(0.6783217753276164, 'Number')","(0.6801547789058849, 'HTML')","(0.6832092664701509, 'PDF')","(0.6842154084795762, 'Canvas')","(0.6844767327882036, 'LastAnnotation')","(0.6854236394588884, 'TextSummary')","(0.6855200152744447, 'MoodleComment')","(0.6874352228351833, 'Dropbox')","(0.6877655323563541, 'URN')","(0.6880795619264803, 'JSON')","(0.6883082374680819, 'Update')","(0.6885515914325252, 'Create')","(0.6885859336216706, 'Delete')","(0.6887161578002522, 'MoodleConsumer')","(0.6887794629709973, 'DOI')","(0.6890223157029005, 'DeleteAll')","(0.6893118975507102, 'Neo4J')","(0.6893452488888285, 'ScienceDirect')","(0.6893503738501985, 'ACM')","(0.6897274646939103, 'Springer')","(0.6897421457123907, 'AnnotatedPDF')","(0.6901987596225836, 'UserFilter')","(0.690462466342862, 'PreviousAssignments')","(0.6905276824897226, 'BrowserStorage')","(0.690791450497273, 'MoodleResource')","(0.6910334976375021, 'CodebookDelete')","(0.6911655964440586, 'RenameCodebook')","(0.6913048431628888, 'Manual')","(0.6913842193159659, 'AnnotationServer')","(0.6914025852513705, 'GoogleSheetConsumer')","(0.6915215145276334, 'ApplicationBased')","(0.6918075080844912, 'GoogleSheetProvider')","(0.6924194547825994, 'MoodleProvider')","(1, 'Classifying')"
Replying,"(0.033872885861655676, 'Selector')","(0.04472082921936084, 'Commenting')","(0.04598373502177298, 'Categorize')","(0.04779929239794521, 'SuggestedLiterature')","(0.04968987502309437, 'Assessing')","(0.19583820204451435, 'SentimentAnalysis')","(0.2589676019310909, 'Autocomplete')","(0.2595616858522709, 'Classifying')","(0.30354758837118123, 'AnnotationList')","(0.46935983528428304, 'SidebarNavigation')","(0.4955697271912548, 'Update')","(0.49570357015002764, 'Create')","(0.4957227796652266, 'Delete')","(0.4967215700475073, 'UserFilter')","(0.5273752564459938, 'DeleteAll')","(0.6057127700614765, 'TXT')","(0.6087531670008576, 'Hypothesis')","(0.622954597146823, 'Remote')","(0.6584801071063924, 'CodebookDelete')","(0.6652918532188881, 'Hierarchy')","(0.6700627204280214, 'URL')","(0.6718504130377336, 'Alphabetical')","(0.6791789460505646, 'Date')","(0.6793169598297409, 'Number')","(0.6810164528849347, 'HTML')","(0.6827733966161008, 'Export')","(0.6838532014054243, 'PDF')","(0.6847929423304993, 'Canvas')","(0.6850316971194494, 'LastAnnotation')","(0.6859300775627584, 'TextSummary')","(0.6860021456883505, 'MoodleComment')","(0.6878055377417782, 'Dropbox')","(0.688091635033427, 'URN')","(0.6883901476505361, 'JSON')","(0.6889766924440426, 'MoodleConsumer')","(0.6890547602126442, 'DOI')","(0.689544675384999, 'Neo4J')","(0.6895676977754228, 'ACM')","(0.6895751573979496, 'ScienceDirect')","(0.6898521120002323, 'ImportAnnotations')","(0.6898926600492996, 'MoodleReport')","(0.6899194912802111, 'Springer')","(0.6899331956540267, 'AnnotatedPDF')","(0.6904564127891916, 'Codebook')","(0.6905780010788449, 'ImportCodebook')","(0.6906200381644035, 'PreviousAssignments')","(0.6906735921685885, 'BrowserStorage')","(0.6908816002386868, 'ExportCodebook')","(0.690915231818505, 'MoodleResource')","(0.6909823884823212, 'Multivalued')","(0.6912230459540443, 'BuiltIn')","(0.6912672134174943, 'RenameCodebook')","(0.6914228173954724, 'Manual')","(0.6914830378208758, 'AnnotationServer')","(0.6914984260656682, 'GoogleSheetConsumer')","(0.6916034248411657, 'ApplicationBased')","(0.6918856286300443, 'GoogleSheetProvider')","(0.691945163905757, 'CodebookUpdate')","(0.6924605888110948, 'MoodleProvider')","(1, 'Replying')"
ACM,"(2.2637038185932752e-05, 'Springer')","(0.06396060048515725, 'DOI')","(0.07186014938323104, 'PreviousAssignments')","(0.07701547973382376, 'ScienceDirect')","(0.17231985747850023, 'Dropbox')","(0.4904526738416244, 'Autocomplete')","(0.5633790148322074, 'Canvas')","(0.5920196742805541, 'TextSummary')","(0.6658890614012611, 'Manual')","(0.6722783383534825, 'URL')","(0.6734618204371285, 'Alphabetical')","(0.678961845770007, 'Date')","(0.6792167612592176, 'Number')","(0.6805824883770496, 'HTML')","(0.6818963976918658, 'Export')","(0.6825298102763409, 'Assessing')","(0.6829408948945127, 'TXT')","(0.6829883627047169, 'PDF')","(0.6840536277051255, 'LastAnnotation')","(0.6849702692555933, 'MoodleComment')","(0.6850606695516608, 'SentimentAnalysis')","(0.6853196110164507, 'AnnotationList')","(0.6853361422767359, 'Remote')","(0.6854790044676031, 'Categorize')","(0.6870997591246835, 'URN')","(0.6872886996522158, 'JSON')","(0.6875885349398485, 'Commenting')","(0.6876521694602928, 'Update')","(0.687904989829704, 'Create')","(0.6879409223920854, 'Delete')","(0.6880777455664661, 'MoodleConsumer')","(0.6881629129519657, 'DeleteAll')","(0.6883946599134465, 'SuggestedLiterature')","(0.6884880987652, 'Neo4J')","(0.6886826396055201, 'Selector')","(0.6888553584585615, 'ImportAnnotations')","(0.6888916333616089, 'MoodleReport')","(0.6891857107185841, 'AnnotatedPDF')","(0.6892142237160825, 'Hypothesis')","(0.6893503738501985, 'Classifying')","(0.6894214283413562, 'SidebarNavigation')","(0.6894692848106736, 'Codebook')","(0.6895676977754228, 'Replying')","(0.6895898244465892, 'ImportCodebook')","(0.6896937911550274, 'UserFilter')","(0.6899800812984418, 'BrowserStorage')","(0.6900127783474939, 'ExportCodebook')","(0.6903341888326084, 'Multivalued')","(0.6903627012455094, 'MoodleResource')","(0.6905140535192651, 'BuiltIn')","(0.6905538695213123, 'CodebookDelete')","(0.6907878249998297, 'RenameCodebook')","(0.6908116631109392, 'Hierarchy')","(0.690927740887206, 'AnnotationServer')","(0.6909706979958743, 'GoogleSheetConsumer')","(0.6911921418913687, 'ApplicationBased')","(0.6914062623376871, 'GoogleSheetProvider')","(0.6914748881527524, 'CodebookUpdate')","(0.692197658378952, 'MoodleProvider')","(1, 'ACM')"
Date,"(0.1014750930335437, 'Hierarchy')","(0.15433484839568345, 'Multivalued')","(0.1627948351308204, 'CodebookUpdate')","(0.17607863850144584, 'SidebarNavigation')","(0.2763235119174522, 'Classifying')","(0.30850849379715384, 'Number')","(0.3150394327355279, 'Alphabetical')","(0.3171638053008205, 'Export')","(0.3511900026481688, 'Codebook')","(0.3512557597171284, 'Autocomplete')","(0.3954074598769505, 'MoodleReport')","(0.439444625579659, 'Remote')","(0.4919944753426237, 'ImportAnnotations')","(0.5227516032255937, 'ImportCodebook')","(0.5364342683247936, 'Selector')","(0.5366683780980873, 'BuiltIn')","(0.5414760485266181, 'ExportCodebook')","(0.6118967225219559, 'URL')","(0.6449738681801739, 'HTML')","(0.6461997195369895, 'TXT')","(0.6535622667047969, 'Assessing')","(0.6555995127877725, 'PDF')","(0.6561749116531322, 'TextSummary')","(0.6573326017659161, 'Canvas')","(0.6603140288491602, 'LastAnnotation')","(0.6610085311391992, 'SentimentAnalysis')","(0.662708115948997, 'Dropbox')","(0.6636816792970992, 'AnnotationList')","(0.6643079700641658, 'MoodleComment')","(0.6664794356629928, 'Categorize')","(0.6694498954892136, 'Hypothesis')","(0.6695780323261751, 'DOI')","(0.6715484996967453, 'JSON')","(0.6723668701010412, 'DeleteAll')","(0.6730497144110759, 'URN')","(0.673653920677699, 'Neo4J')","(0.674094579908901, 'ScienceDirect')","(0.6748924534265432, 'Commenting')","(0.6751266948669004, 'Update')","(0.6760437210946548, 'Create')","(0.6761722507387758, 'Delete')","(0.6766569890914964, 'SuggestedLiterature')","(0.6766574500549143, 'MoodleConsumer')","(0.678188824243525, 'PreviousAssignments')","(0.6788121152883685, 'Manual')","(0.678961845770007, 'ACM')","(0.6791789460505646, 'Replying')","(0.6802749643873987, 'Springer')","(0.6803250749392369, 'AnnotatedPDF')","(0.6809962552989285, 'BrowserStorage')","(0.6818410149523755, 'UserFilter')","(0.6824574288846011, 'CodebookDelete')","(0.6825831952256476, 'AnnotationServer')","(0.6833702622323257, 'GoogleSheetConsumer')","(0.6836545844259307, 'GoogleSheetProvider')","(0.6836689104778155, 'MoodleResource')","(0.6847293313580427, 'RenameCodebook')","(0.6856636880441782, 'ApplicationBased')","(0.6876600789458032, 'MoodleProvider')","(1, 'Date')"
AnnotationList,"(0.15240361186445428, 'LastAnnotation')","(0.15722308262212248, 'AnnotatedPDF')","(0.16770635167205178, 'Canvas')","(0.23984866335618457, 'SentimentAnalysis')","(0.2630910452695434, 'TextSummary')","(0.27490154968069697, 'Assessing')","(0.2775350401217075, 'Categorize')","(0.2802282060069619, 'Commenting')","(0.28282641523167384, 'SuggestedLiterature')","(0.30354758837118123, 'Replying')","(0.31790937478353426, 'Selector')","(0.3975710695670872, 'Classifying')","(0.42679749133428035, 'JSON')","(0.42935164998737757, 'Autocomplete')","(0.4704558044543129, 'DeleteAll')","(0.49336513460329545, 'Dropbox')","(0.5183955224684205, 'MoodleReport')","(0.5413233716547396, 'ImportAnnotations')","(0.5667868159478628, 'SidebarNavigation')","(0.60877136682785, 'TXT')","(0.6227642030013706, 'Hypothesis')","(0.6354696977037939, 'GoogleSheetConsumer')","(0.6499795653571794, 'URL')","(0.6521800313241666, 'Alphabetical')","(0.6636816792970992, 'Date')","(0.6644705179576781, 'Number')","(0.6674483437362313, 'HTML')","(0.670107874031697, 'Export')","(0.6727871543473598, 'PDF')","(0.677226056870948, 'MoodleComment')","(0.6773906545170809, 'Remote')","(0.6819018979623201, 'URN')","(0.6824598578996112, 'DOI')","(0.6830712574168619, 'Update')","(0.6835974133336677, 'Create')","(0.6836716868266848, 'Delete')","(0.6839532926547883, 'MoodleConsumer')","(0.6841410310111589, 'Neo4J')","(0.6842709092290739, 'ScienceDirect')","(0.6853196110164507, 'ACM')","(0.6856105552485245, 'Codebook')","(0.6857107970284055, 'ImportCodebook')","(0.686122413791308, 'Springer')","(0.6866432581599539, 'PreviousAssignments')","(0.6866577297957918, 'ExportCodebook')","(0.6871070799161851, 'UserFilter')","(0.6873445187174536, 'BrowserStorage')","(0.6877802919552276, 'Manual')","(0.6877839983006832, 'BuiltIn')","(0.6878775599541918, 'Multivalued')","(0.6880193906202112, 'Hierarchy')","(0.6883009271677345, 'MoodleResource')","(0.6883209136129828, 'CodebookDelete')","(0.6888073606456551, 'AnnotationServer')","(0.6890200425725025, 'RenameCodebook')","(0.6895422614458457, 'GoogleSheetProvider')","(0.6896379188335326, 'CodebookUpdate')","(0.6896732978696417, 'ApplicationBased')","(0.691153791601367, 'MoodleProvider')","(1, 'AnnotationList')"
Neo4J,"(0.1794860200442398, 'AnnotationServer')","(0.17983281278694352, 'Hypothesis')","(0.23824811436276028, 'Remote')","(0.30783107895000467, 'TXT')","(0.34204043509955295, 'MoodleConsumer')","(0.34531439628677335, 'MoodleProvider')","(0.43177283165886327, 'Manual')","(0.4714828986121864, 'SentimentAnalysis')","(0.5092621332489429, 'ScienceDirect')","(0.5280732820591405, 'DOI')","(0.5526633574749351, 'RenameCodebook')","(0.5530529874510033, 'GoogleSheetProvider')","(0.5533861725556418, 'CodebookDelete')","(0.5608405352129975, 'ExportCodebook')","(0.5945988988922698, 'ImportCodebook')","(0.6010330140475223, 'DeleteAll')","(0.6131759942805033, 'Dropbox')","(0.6318629583896214, 'CodebookUpdate')","(0.6363995421218213, 'BrowserStorage')","(0.654560124466455, 'Codebook')","(0.6607425696380336, 'URL')","(0.6632569653995504, 'Alphabetical')","(0.668179111349462, 'PreviousAssignments')","(0.673653920677699, 'Date')","(0.6738619217430506, 'Number')","(0.6762865077231777, 'HTML')","(0.6787865604331365, 'Export')","(0.6795951527330235, 'Assessing')","(0.6803440406721979, 'PDF')","(0.6816813996121402, 'Canvas')","(0.6820324996330999, 'LastAnnotation')","(0.6832838532831904, 'TextSummary')","(0.6834229548718276, 'MoodleComment')","(0.6841410310111589, 'AnnotationList')","(0.6841679494995071, 'Categorize')","(0.6864077722281582, 'URN')","(0.6868166678494438, 'JSON')","(0.6869161947536537, 'Autocomplete')","(0.6870429120302011, 'Commenting')","(0.687124248146489, 'Update')","(0.6874443613496175, 'Create')","(0.687489467483489, 'Delete')","(0.6881339216274436, 'SuggestedLiterature')","(0.6884880987652, 'ACM')","(0.6886368791424005, 'Selector')","(0.6888415585684999, 'ImportAnnotations')","(0.6888944094852245, 'MoodleReport')","(0.6889759293721434, 'Springer')","(0.688994843264302, 'AnnotatedPDF')","(0.6893118975507102, 'Classifying')","(0.6894752812110561, 'SidebarNavigation')","(0.689544675384999, 'Replying')","(0.6895797015375804, 'UserFilter')","(0.6903270511580902, 'MoodleResource')","(0.6903865744313411, 'Multivalued')","(0.6906645590754645, 'BuiltIn')","(0.6910281125396238, 'Hierarchy')","(0.6910579648367525, 'GoogleSheetConsumer')","(0.6912233903945404, 'ApplicationBased')","(1, 'Neo4J')"
RenameCodebook,"(0.008377044313712091, 'CodebookDelete')","(0.048507378022342354, 'Manual')","(0.07939300819013204, 'ExportCodebook')","(0.33943344357627714, 'ImportCodebook')","(0.3880287451280715, 'DeleteAll')","(0.5271313321023631, 'CodebookUpdate')","(0.5491006151718281, 'TXT')","(0.5526633574749351, 'Neo4J')","(0.6131776633240453, 'Codebook')","(0.6488549885645476, 'PreviousAssignments')","(0.6792294706322535, 'URL')","(0.6803253312201054, 'Alphabetical')","(0.6847293313580427, 'Date')","(0.6848042917821232, 'Number')","(0.6858092175624542, 'HTML')","(0.6868475758912154, 'Export')","(0.687166670093495, 'Assessing')","(0.6874717538020796, 'PDF')","(0.6880230532071134, 'Canvas')","(0.6881570049690291, 'LastAnnotation')","(0.6886948229319299, 'TextSummary')","(0.6887192081750465, 'MoodleComment')","(0.6889428509274915, 'SentimentAnalysis')","(0.6890200425725025, 'AnnotationList')","(0.689020043968589, 'Categorize')","(0.6891677609126567, 'Remote')","(0.6897819649242803, 'Dropbox')","(0.6899269714561672, 'URN')","(0.6901061951393663, 'JSON')","(0.6901824077288419, 'Autocomplete')","(0.6901865537724375, 'Commenting')","(0.6902199441360852, 'Update')","(0.6903517674302271, 'Create')","(0.6903703999810844, 'Delete')","(0.6904411297967041, 'MoodleConsumer')","(0.6905077711971082, 'DOI')","(0.6906467285690276, 'SuggestedLiterature')","(0.6907878249998297, 'ACM')","(0.6908074877047756, 'ScienceDirect')","(0.6908835781260854, 'Selector')","(0.6909740774497919, 'ImportAnnotations')","(0.6909964330684089, 'Springer')","(0.6909996422435114, 'MoodleReport')","(0.6910046039846839, 'AnnotatedPDF')","(0.6911655964440586, 'Classifying')","(0.6912565823054644, 'SidebarNavigation')","(0.6912610743103398, 'UserFilter')","(0.6912672134174943, 'Replying')","(0.6914164448845106, 'Hypothesis')","(0.6914627459275353, 'BrowserStorage')","(0.6916030715674273, 'MoodleResource')","(0.6916599147766977, 'Multivalued')","(0.6918346106897091, 'BuiltIn')","(0.691989474835618, 'AnnotationServer')","(0.6919949344006019, 'GoogleSheetConsumer')","(0.6920471842752985, 'ApplicationBased')","(0.6920622005120098, 'Hierarchy')","(0.6922683799234621, 'GoogleSheetProvider')","(0.6926575495867531, 'MoodleProvider')","(1, 'RenameCodebook')"
SuggestedLiterature,"(0.0035645945759482027, 'Commenting')","(0.004595060268546484, 'Categorize')","(0.008430578001234807, 'Assessing')","(0.04779929239794521, 'Replying')","(0.08067662742368202, 'Selector')","(0.16692786573546303, 'SentimentAnalysis')","(0.23647021778356425, 'Classifying')","(0.28282641523167384, 'AnnotationList')","(0.30302626293056756, 'Autocomplete')","(0.526726006678607, 'SidebarNavigation')","(0.5922412449811233, 'TXT')","(0.6042074423142397, 'Hypothesis')","(0.6428999783231943, 'URL')","(0.6661122712243864, 'Dropbox')","(0.6698817033647093, 'Alphabetical')","(0.672795344572724, 'ScienceDirect')","(0.6766569890914964, 'Date')","(0.6769296728905132, 'Number')","(0.6786137931760069, 'HTML')","(0.6792297175814257, 'DOI')","(0.6802748822650772, 'Export')","(0.681566633308088, 'PDF')","(0.6824856916106676, 'Canvas')","(0.6828621382052547, 'LastAnnotation')","(0.6834633237723365, 'TextSummary')","(0.6839676025411385, 'MoodleComment')","(0.6845071346793593, 'Remote')","(0.6864898115109386, 'URN')","(0.6867411754878396, 'JSON')","(0.6871311435762, 'Update')","(0.6874226348033545, 'Create')","(0.6874639572046735, 'Delete')","(0.6876210581251709, 'MoodleConsumer')","(0.6877685461796709, 'DeleteAll')","(0.6881339216274436, 'Neo4J')","(0.6883946599134465, 'ACM')","(0.6885449449515992, 'ImportAnnotations')","(0.6885869196979602, 'MoodleReport')","(0.6888601896857978, 'Springer')","(0.688878378495009, 'AnnotatedPDF')","(0.6892367160485122, 'Codebook')","(0.6893697811033264, 'ImportCodebook')","(0.6894457381401191, 'UserFilter')","(0.6895867981584599, 'PreviousAssignments')","(0.6897732238319536, 'BrowserStorage')","(0.689826292242481, 'ExportCodebook')","(0.6901615198388118, 'Multivalued')","(0.6901834682723735, 'MoodleResource')","(0.6903622396216953, 'BuiltIn')","(0.6903992510139766, 'CodebookDelete')","(0.6905371880665305, 'Manual')","(0.6906467285690276, 'RenameCodebook')","(0.6906824340321416, 'Hierarchy')","(0.6908029038303365, 'AnnotationServer')","(0.6908488138909017, 'GoogleSheetConsumer')","(0.6910831517419052, 'ApplicationBased')","(0.6913129325898054, 'GoogleSheetProvider')","(0.6913855156714663, 'CodebookUpdate')","(0.6921495748388742, 'MoodleProvider')","(1, 'SuggestedLiterature')"
